,GENE_ID,GENE_NAME,GENE_POSLEFT,GENE_POSRIGHT,GENE_STRAND
998,ECK120000999,tolQ,775153,775845,forward
999,ECK120001000,tolR,775849,776277,forward
1000,ECK120001001,tonB,1311089,1311808,forward
1001,ECK120001002,topA,1331048,1333645,forward
1002,ECK120001003,topB,1844999,1846960,reverse
1003,ECK120001004,tpiA,4110740,4111507,reverse
1004,ECK120001005,tpr,1287087,1287176,reverse
1005,ECK120001006,treA,1245679,1247376,reverse
1006,ECK120001007,trg,1492470,1494110,forward
1007,ECK120001008,trkA,3436518,3437894,forward
1008,ECK120001009,trkG,1423782,1425239,forward
1009,ECK120001010,trkH,4033145,4034596,forward
1010,ECK120001011,trmA,4162170,4163270,reverse
1011,ECK120001012,trmD,2744572,2745339,reverse
1012,ECK120001013,trpA,1316416,1317222,reverse
1013,ECK120001014,trpB,1317222,1318415,reverse
1014,ECK120001015,trpC,1318427,1319788,reverse
1015,ECK120001016,trpD,1319789,1321384,reverse
1016,ECK120001017,trpE,1321384,1322946,reverse
1017,ECK120001018,trpR,4632760,4633086,forward
1018,ECK120001019,trpS,3512634,3513638,reverse
1019,ECK120001020,trxA,3965761,3966090,forward
1020,ECK120001021,trxB,931085,932050,reverse
1021,ECK120001022,tsf,190857,191708,forward
1022,ECK120001023,tsr,4591657,4593312,forward
1023,ECK120001024,tsx,431129,432013,reverse
1024,ECK120001025,tufA,3470145,3471329,reverse
1025,ECK120001026,tufB,4175944,4177128,forward
1026,ECK120001027,tus,1684259,1685188,forward
1027,ECK120001028,tyrA,2738948,2740069,reverse
1028,ECK120001029,tyrB,4267114,4268307,forward
1029,ECK120001030,tyrP,1989681,1990892,forward
1030,ECK120001031,tyrR,1386720,1388261,forward
1031,ECK120001032,tyrS,1715948,1717222,reverse
1032,ECK120001033,ubiX,2428057,2428626,reverse
1033,ECK120001034,udp,4016431,4017192,forward
1034,ECK120001035,ugpA,3590024,3590911,reverse
1035,ECK120001036,ugpB,3591009,3592325,reverse
1036,ECK120001037,ugpC,3588110,3589180,reverse
1037,ECK120001038,ugpE,3589182,3590027,reverse
1038,ECK120001039,ugpQ,3587370,3588113,reverse
1039,ECK120001040,uhpA,3850136,3850726,reverse
1040,ECK120001041,uhpB,3848634,3850136,reverse
1041,ECK120001042,uhpC,3847305,3848624,reverse
1042,ECK120001043,uhpT,3845776,3847167,reverse
1043,ECK120001044,uidA,1694260,1696071,reverse
1044,ECK120001045,umuC,1231186,1232454,forward
1045,ECK120001046,umuD,1230767,1231186,forward
1046,ECK120001047,ung,2716754,2717443,forward
1047,ECK120001048,usg,2435636,2436649,reverse
1048,ECK120001049,ushA,504914,506566,forward
1049,ECK120001050,uvrA,4271049,4273871,reverse
1050,ECK120001051,uvrB,813526,815547,forward
1051,ECK120001052,uvrC,1992874,1994706,reverse
1052,ECK120001053,uvrD,3997983,4000145,forward
1053,ECK120001054,uxaB,1609229,1610680,reverse
1054,ECK120001055,uxuA,4551636,4552820,forward
1055,ECK120001056,valS,4480982,4483837,reverse
1056,ECK120001057,vsr,2030448,2030918,reverse
1057,ECK120001058,xerC,3996287,3997183,forward
1058,ECK120001059,dsbC,3038112,3038822,reverse
1059,ECK120001060,xerD,3038847,3039743,reverse
1060,ECK120001061,xseA,2634232,2635602,forward
1061,ECK120001062,xthA,1832428,1833234,forward
1062,ECK120001063,xylA,3729443,3730765,reverse
1063,ECK120001064,xylB,3727917,3729371,reverse
1064,ECK120001065,xylE,4240779,4242254,reverse
1065,ECK120001066,nhaR,18715,19620,forward
1066,ECK120001067,ribF,21407,22348,forward
1067,ECK120001068,fkpB,25826,26275,forward
1068,ECK120001069,ispH,26277,27227,forward
1069,ECK120001070,rihC,27293,28207,forward
1070,ECK120001071,rapA,60358,63264,reverse
1071,ECK120001072,mraZ,89634,90092,forward
1072,ECK120001073,rsmH,90094,91035,forward
1073,ECK120001074,ftsL,91032,91397,forward
1074,ECK120001075,secM,107705,108217,forward
1075,ECK120001076,pdhR,122092,122856,forward
1076,ECK120001077,yacC,136570,136917,reverse
1077,ECK120001078,mtn,178455,179153,reverse
1078,ECK120001079,frsA,256527,257771,forward
1079,ECK120001080,crl,257829,259006,forward
1080,ECK120001081,yaiA,406979,407170,forward
1081,ECK120001082,sbcD,415750,416952,reverse
1082,ECK120001083,acpH,424337,424918,reverse
1083,ECK120001084,yajC,427287,427619,forward
1084,ECK120001085,yajD,430605,430952,forward
1085,ECK120001086,xseB,441101,441343,reverse
1086,ECK120001087,ybaA,476672,477025,forward
1087,ECK120001088,ybaB,494076,494405,forward
1088,ECK120001089,aes,499014,499973,reverse
1089,ECK120001090,gsk,500125,501429,forward
1090,ECK120001091,fimZ,563848,564480,reverse
1091,ECK120001092,entS,622300,623550,forward
1092,ECK120001093,entH,629300,629713,forward
1093,ECK120001094,ybgA,739001,739510,forward
1094,ECK120001095,mngR,765153,765875,reverse
1095,ECK120001096,ybgC,774752,775156,forward
1096,ECK120001097,cspD,922366,922590,reverse
1097,ECK120001098,aat,926728,927432,reverse
1098,ECK120001099,yccA,1030759,1031418,reverse
1099,ECK120001100,yceA,1116807,1117859,forward
1100,ECK120001101,yceB,1122713,1123273,reverse
1101,ECK120001102,rluC,1144940,1145899,forward
1102,ECK120001103,yceD,1146794,1147315,forward
1103,ECK120001104,tfaE,1208517,1209119,reverse
1104,ECK120001105,yciA,1311848,1312246,reverse
1105,ECK120001106,yciB,1312351,1312890,reverse
1106,ECK120001107,yciC,1312920,1313663,reverse
1107,ECK120001108,ompW,1314020,1314658,forward
1108,ECK120001109,yciE,1314718,1315224,reverse
1109,ECK120001110,yciF,1315270,1315770,reverse
1110,ECK120001111,yciG,1315856,1316035,reverse
1111,ECK120001112,yciH,1342658,1342984,forward
1112,ECK120001113,rem,1644651,1644902,reverse
1113,ECK120001114,hokD,1645119,1645274,reverse
1114,ECK120001115,relE,1645346,1645633,reverse
1115,ECK120001116,ppsR,1787445,1788278,forward
1116,ECK120001117,nlpC,1792267,1792731,reverse
1117,ECK120001118,ydjA,1848125,1848676,reverse
1118,ECK120001119,pncA,1851887,1852528,forward
1119,ECK120001120,yebB,1946251,1946853,forward
1120,ECK120001121,yebC,1947411,1948151,reverse
1121,ECK120001122,nudB,1948180,1948632,reverse
1122,ECK120001123,yecA,1990954,1991619,reverse
1123,ECK120001124,uvrY,1994703,1995359,reverse
1124,ECK120001125,yedA,2029539,2030459,forward
1125,ECK120001126,yfaA,2334956,2336644,reverse
1126,ECK120001127,ubiG,2339567,2340289,forward
1127,ECK120001128,yfcA,2444751,2445560,reverse
1128,ECK120001129,pdeA,2515643,2517832,reverse
1129,ECK120001130,xapR,2521593,2522477,reverse
1130,ECK120001131,yffB,2591247,2591603,forward
1131,ECK120001132,gcvR,2599906,2600478,forward
1132,ECK120001133,hyfA,2601201,2601818,forward
1133,ECK120001134,raiA,2737154,2737495,forward
1134,ECK120001135,yfiB,2743625,2744107,forward
1135,ECK120001136,rimM,2745370,2745918,reverse
1136,ECK120001137,ppdC,2962441,2962764,reverse
1137,ECK120001138,ygdB,2962749,2963156,reverse
1138,ECK120001139,ppdB,2963153,2963716,reverse
1139,ECK120001140,ygeA,2979943,2980635,reverse
1140,ECK120001141,fau,3056241,3056789,forward
1141,ECK120001142,argO,3068173,3068808,reverse
1142,ECK120001143,mscS,3068947,3069807,reverse
1143,ECK120001144,yggC,3073976,3074689,reverse
1144,ECK120001145,fumE,3074686,3075195,reverse
1145,ECK120001146,ygiA,3179596,3179856,forward
1146,ECK120001147,ygiB,3179744,3180415,forward
1147,ECK120001148,ygiC,3180421,3181581,forward
1148,ECK120001149,ygiD,3181619,3182434,reverse
1149,ECK120001150,zupT,3182550,3183323,forward
1150,ECK120001151,ttdA,3206463,3207374,forward
1151,ECK120001152,ttdB,3207371,3207976,forward
1152,ECK120001153,tsaD,3209530,3210543,reverse
1153,ECK120001154,tdcD,3262452,3263660,reverse
1154,ECK120001155,yhaB,3267854,3268393,forward
1155,ECK120001156,yhaC,3268415,3269602,forward
1156,ECK120001157,garK,3270625,3271770,reverse
1157,ECK120001158,garR,3271867,3272751,reverse
1158,ECK120001159,truB,3311833,3312777,reverse
1159,ECK120001160,rbfA,3312777,3313178,reverse
1160,ECK120001161,rimP,3317554,3318006,reverse
1161,ECK120001162,mscL,3438024,3438434,forward
1162,ECK120001163,bfd,3466797,3466991,reverse
1163,ECK120001164,yhfA,3485414,3485818,reverse
1164,ECK120001165,damX,3516020,3517306,reverse
1165,ECK120001166,yhhA,3586943,3587383,forward
1166,ECK120001167,yiaA,3726924,3727361,reverse
1167,ECK120001168,yibA,3766337,3767179,forward
1168,ECK120001169,htrL,3792826,3793683,reverse
1169,ECK120001170,waaC,3795979,3796938,forward
1170,ECK120001171,coaD,3809825,3810304,forward
1171,ECK120001172,slmA,3814494,3815090,forward
1172,ECK120001173,yicC,3816676,3817539,forward
1173,ECK120001174,dinD,3817760,3818584,forward
1174,ECK120001175,xanP,3828945,3830336,forward
1175,ECK120001176,yidA,3876140,3876952,reverse
1176,ECK120001177,yidB,3877067,3877465,reverse
1177,ECK120001178,yidC,3885076,3886722,forward
1178,ECK120001179,glmU,3913830,3915200,reverse
1179,ECK120001180,mioC,3926012,3926455,reverse
1180,ECK120001181,yigA,3995583,3996290,forward
1181,ECK120001182,yigB,3997183,3997899,forward
1182,ECK120001183,yihA,4050133,4050765,reverse
1183,ECK120001184,murI,4165428,4166285,forward
1184,ECK120001185,murB,4172057,4173085,forward
1185,ECK120001186,yjaA,4213234,4213617,forward
1186,ECK120001187,yjaB,4213680,4214123,reverse
1187,ECK120001188,arpA,4220301,4222487,reverse
1188,ECK120001189,psiE,4240325,4240735,forward
1189,ECK120001190,crfC,4327135,4329363,forward
1190,ECK120001191,epmA,4382643,4383620,forward
1191,ECK120001192,nsrR,4406190,4406615,forward
1192,ECK120001193,yzfA,4447976,4448245,reverse
1193,ECK120001194,yjjA,4599695,4600189,reverse
1194,ECK120001195,yjjB,4601624,4602097,reverse
1195,ECK120001196,creA,4635521,4635994,forward
1196,ECK120001197,creB,4636007,4636696,forward
1197,ECK120001198,ydcA,1491677,1491850,forward
1198,ECK120001199,zwf,1934839,1936314,reverse
1199,ECK120001200,alkA,2146692,2147540,reverse
1200,ECK120001201,argH,4156850,4158223,forward
1201,ECK120001202,fliO,2021504,2021869,forward
1202,ECK120001203,dcuA,4365472,4366773,reverse
1203,ECK120001204,leuA,81958,83529,reverse
1204,ECK120001205,fdnG,1547401,1550448,forward
1205,ECK120001206,fdnH,1550461,1551345,forward
1206,ECK120001207,fdnI,1551338,1551991,forward
1207,ECK120001208,melR,4340720,4341628,reverse
1208,ECK120001209,rpmI,1799802,1799999,reverse
1209,ECK120001210,rpmJ,3442618,3442734,reverse
1210,ECK120001211,rstB,1682882,1684183,forward
1211,ECK120001212,ydiB,1773789,1774655,forward
1212,ECK120001213,rhlE,830872,832236,forward
1213,ECK120001214,pdeL,332371,333459,forward
1214,ECK120001215,chiA,3467160,3469853,reverse
1215,ECK120001216,ybhB,807433,807909,reverse
1216,ECK120001217,ybhA,797613,798431,reverse
1217,ECK120001218,ycaC,944931,945557,reverse
1218,ECK120001219,ycaD,945871,947019,forward
1219,ECK120001220,yggE,3067340,3068080,reverse
1220,ECK120001221,yggF,3075217,3076182,reverse
1221,ECK120001222,uspE,1397672,1398622,reverse
1222,ECK120001223,rlmD,2913699,2915000,reverse
1223,ECK120001224,mazF,2910756,2911091,reverse
1224,ECK120001225,chpS,4448447,4448698,forward
1225,ECK120001226,ychA,1267320,1268129,forward
1226,ECK120001227,mukE,975622,976326,forward
1227,ECK120001228,ldtD,981047,982894,forward
1228,ECK120001229,rlmH,668248,668715,reverse
1229,ECK120001230,rsfS,668719,669036,reverse
1230,ECK120001231,iraP,401386,401646,forward
1231,ECK120001232,dgcC,403703,404818,forward
1232,ECK120001233,focA,953609,954466,reverse
1233,ECK120001234,rnr,4406654,4409095,forward
1234,ECK120001235,yifB,3948449,3949969,reverse
1235,ECK120001236,nfsA,891184,891906,forward
1236,ECK120001237,tsgA,3492568,3493749,forward
1237,ECK120001238,gspB,3453508,3453927,reverse
1238,ECK120001239,cmk,961201,961884,forward
1239,ECK120001240,waaH,3789047,3790081,reverse
1240,ECK120001241,yiaB,3727407,3727748,reverse
1241,ECK120001242,fmt,3434214,3435161,forward
1242,ECK120001243,hisL,2089996,2090046,forward
1243,ECK120001244,ilvL,3950322,3950420,forward
1244,ECK120001245,pheL,2737599,2737646,forward
1245,ECK120001246,pheM,1799226,1799270,reverse
1246,ECK120001247,fruL,87860,87946,forward
1247,ECK120001248,trpL,1323038,1323082,reverse
1248,ECK120001249,ivbL,3852890,3852988,reverse
1249,ECK120001250,tnaC,3888435,3888509,forward
1250,ECK120001251,thrL,190,255,forward
1251,ECK120001252,pyrL,4472399,4472533,reverse
1252,ECK120001253,leuL,83622,83708,reverse
1253,ECK120001254,mutL,4397412,4399259,forward
1254,ECK120001255,hyfB,2601818,2603836,forward
1255,ECK120001256,phnE_1,4322661,4323281,reverse
1256,ECK120001257,fabZ,202101,202556,forward
1257,ECK120001258,glrR,2687469,2688803,reverse
1258,ECK120001259,argE,4153696,4154847,reverse
1259,ECK120001260,ygbA,2856453,2856806,reverse
1260,ECK120001261,mak,410144,411052,forward
1261,ECK120001262,preA,2235265,2236500,forward
1262,ECK120001263,yeiB,2241810,2242967,reverse
1263,ECK120001264,loiP,3081913,3082671,forward
1264,ECK120001265,yghA,3149662,3150546,forward
1265,ECK120001266,lolB,1262877,1263500,reverse
1266,ECK120001267,ispE,1262026,1262877,reverse
1267,ECK120001268,wzzE,3969031,3970077,forward
1268,ECK120001269,radA,4625912,4627294,forward
1269,ECK120001270,dsbA,4043418,4044044,forward
1270,ECK120001271,yhdE,3397785,3398378,reverse
1271,ECK120001272,rng,3396326,3397795,reverse
1272,ECK120001273,ydfA,1648508,1648663,forward
1273,ECK120001274,ydfB,1648665,1648793,forward
1274,ECK120001275,ydfC,1648823,1649041,forward
1275,ECK120001276,ydfD,1649794,1649985,forward
1276,ECK120001277,ydfE,1650078,1650998,forward
1277,ECK120001278,tatE,658947,659150,forward
1278,ECK120001279,lipA,659251,660216,reverse
1279,ECK120001280,pdxI,1474221,1475081,forward
1280,ECK120001281,ydbD,1475144,1477450,forward
1281,ECK120001282,dusB,3410280,3411245,forward
1282,ECK120001283,yicR,3811891,3812559,reverse
1283,ECK120001284,rhaT,4099491,4100525,reverse
1284,ECK120001285,purB,1190616,1191986,reverse
1285,ECK120001286,yhdH,3403484,3404458,forward
1286,ECK120001287,malS,3737497,3739527,forward
1287,ECK120001288,fabD,1149728,1150657,forward
1288,ECK120001289,fabG,1150670,1151404,forward
1289,ECK120001290,galU,1291457,1292365,forward
1290,ECK120001291,nrdR,433002,433451,forward
1291,ECK120001292,ribD,433455,434558,forward
1292,ECK120001293,ribE,434647,435117,forward
1293,ECK120001294,ygfB,3054866,3055444,reverse
1294,ECK120001295,ubiH,3052340,3053518,reverse
1295,ECK120001296,acnA,1335831,1338506,forward
1296,ECK120001297,codA,356171,357454,forward
1297,ECK120001298,codB,354922,356181,forward
1298,ECK120001299,fdx,2656748,2657083,reverse
1299,ECK120001300,gabD,2791273,2792721,forward
1300,ECK120001301,gabP,2794253,2795653,forward
1301,ECK120001302,ribA,1338570,1339160,reverse
1302,ECK120001303,upp,2620246,2620872,reverse
1303,ECK120001304,ubiI,3051115,3052317,reverse
1304,ECK120001305,ligB,3819488,3821170,reverse
1305,ECK120001306,nadR,4627315,4628547,forward
1306,ECK120001307,endA,3090347,3091054,forward
1307,ECK120001308,lysP,2247063,2248532,reverse
1308,ECK120001309,msyB,1113807,1114181,reverse
1309,ECK120001310,waaG,3805943,3807067,reverse
1310,ECK120001311,waaP,3805153,3805950,reverse
1311,ECK120001312,waaQ,3807064,3808098,reverse
1312,ECK120001313,ychE,1298598,1299245,forward
1313,ECK120001314,mdtG,1114264,1115490,reverse
1314,ECK120001315,mnmA,1192667,1193773,reverse
1315,ECK120001316,hflD,1191990,1192631,reverse
1316,ECK120001317,fliE,2012700,2013014,reverse
1317,ECK120001318,fliF,2013229,2014887,forward
1318,ECK120001319,waaS,3804181,3805116,reverse
1319,ECK120001320,waaB,3803058,3804137,reverse
1320,ECK120001321,waaO,3802039,3803058,reverse
1321,ECK120001322,waaJ,3800983,3801999,reverse
1322,ECK120001323,emrA,2811427,2812599,forward
1323,ECK120001324,fliA,2001070,2001789,reverse
1324,ECK120001325,fliZ,2000473,2001024,reverse
1325,ECK120001326,dinG,833070,835220,forward
1326,ECK120001327,murA,3335235,3336494,reverse
1327,ECK120001328,gspO,3465543,3466220,forward
1328,ECK120001329,bax,3736353,3737177,reverse
1329,ECK120001330,asmA,2139759,2141612,reverse
1330,ECK120001331,gluQ,159186,160112,reverse
1331,ECK120001332,amiB,4396065,4397402,forward
1332,ECK120001333,bglH,3900604,3902220,reverse
1333,ECK120001334,rob,4634441,4635310,reverse
1334,ECK120001335,barA,2915057,2917813,forward
1335,ECK120001336,menB,2375962,2376819,reverse
1336,ECK120001337,ubiC,4252506,4253003,forward
1337,ECK120001338,ubiA,4253016,4253888,forward
1338,ECK120001339,pgpC,2697915,2698550,reverse
1339,ECK120001340,tadA,2697354,2697857,reverse
1340,ECK120001341,mltF,2695801,2697357,forward
1341,ECK120001342,folK,157253,157732,reverse
1342,ECK120001343,folE,2242984,2243652,reverse
1343,ECK120001344,ftsP,3161257,3162669,reverse
1344,ECK120001345,plsC,3162744,3163481,reverse
1345,ECK120001346,sufA,1764018,1764386,reverse
1346,ECK120001347,appB,1039296,1040432,forward
1347,ECK120001348,appC,1037740,1039284,forward
1348,ECK120001349,glgS,3191739,3191939,reverse
1349,ECK120001350,elbB,3349806,3350459,reverse
1350,ECK120001351,ahpC,638945,639508,forward
1351,ECK120001352,ahpF,639753,641318,forward
1352,ECK120001353,yjiV,4574135,4576855,forward
1353,ECK120001354,amyA,2006156,2007643,forward
1354,ECK120001355,fliS,2005303,2005713,forward
1355,ECK120001356,fliT,2005713,2006078,forward
1356,ECK120001357,uspA,3640111,3640545,forward
1357,ECK120001358,osmY,4611396,4612001,forward
1358,ECK120001359,nhaB,1233176,1234717,reverse
1359,ECK120001360,dsbB,1232500,1233030,reverse
1360,ECK120001361,fabR,4161067,4161771,forward
1361,ECK120001362,yijD,4161771,4162130,forward
1362,ECK120001363,ubiD,4024988,4026481,forward
1363,ECK120001364,hdeA,3656408,3656740,reverse
1364,ECK120001365,hdeB,3655966,3656292,reverse
1365,ECK120001366,yhiD,3655255,3655902,reverse
1366,ECK120001367,psiF,403281,403601,forward
1367,ECK120001368,treC,4463054,4464709,reverse
1368,ECK120001369,ppx,2625115,2626656,forward
1369,ECK120001370,ychF,1256721,1257812,reverse
1370,ECK120001371,cydD,929196,930962,reverse
1371,ECK120001372,ribC,1742601,1743242,reverse
1372,ECK120001373,dadA,1237571,1238869,forward
1373,ECK120001374,dadX,1238879,1239949,forward
1374,ECK120001375,lpxK,968366,969352,forward
1375,ECK120001376,yjgA,4457314,4457865,reverse
1376,ECK120001377,glnD,185978,188650,reverse
1377,ECK120001378,holA,670574,671605,reverse
1378,ECK120001379,holC,4483837,4484280,reverse
1379,ECK120001380,holD,4607803,4608216,forward
1380,ECK120001381,dps,848408,848911,reverse
1381,ECK120001382,nrdD,4460522,4462660,reverse
1382,ECK120001383,dcd,2141634,2142215,reverse
1383,ECK120001384,bcr,2278570,2279760,reverse
1384,ECK120001385,cynR,357791,358690,reverse
1385,ECK120001386,inaA,2348822,2349472,reverse
1386,ECK120001387,waaU,3798239,3799312,reverse
1387,ECK120001388,waaL,3796948,3798207,forward
1388,ECK120001389,waaY,3800267,3800965,reverse
1389,ECK120001390,waaZ,3799345,3800196,reverse
1390,ECK120001391,tktA,3079644,3081635,reverse
1391,ECK120001392,sthA,4159390,4160790,reverse
1392,ECK120001393,yjaZ,4189786,4190325,forward
1393,ECK120001394,roxA,1187119,1188240,reverse
1394,ECK120001395,yfeC,2518467,2518811,forward
1395,ECK120001396,yfeD,2518813,2519205,forward
1396,ECK120001397,msrA,4441538,4442176,reverse
1397,ECK120001398,marA,1619574,1619957,forward
1398,ECK120001399,marR,1619120,1619554,forward
1399,ECK120001400,ahr,4495190,4496209,reverse
1400,ECK120001401,plsX,1147621,1148691,forward
1401,ECK120001402,yceF,1146011,1146595,reverse
1402,ECK120001403,emrB,2812616,2814154,forward
1403,ECK120001404,def,3433690,3434199,forward
1404,ECK120001405,prlC,3643140,3645182,reverse
1405,ECK120001406,gcvT,3049573,3050667,reverse
1406,ECK120001407,rpiA,3058666,3059325,reverse
1407,ECK120001408,scpA,3060850,3062994,forward
1408,ECK120001409,argK,3062987,3063982,forward
1409,ECK120001410,csrA,2818961,2819146,reverse
1410,ECK120001411,acs,4285413,4287371,reverse
1411,ECK120001412,hdfR,3947128,3947967,reverse
1412,ECK120001413,maoP,3948086,3948424,forward
1413,ECK120001414,wecB,3970133,3971263,forward
1414,ECK120001415,wecC,3971260,3972522,forward
1415,ECK120001416,rffG,3972522,3973589,forward
1416,ECK120001417,rffH,3973608,3974489,forward
1417,ECK120001418,rffC,3974467,3975141,forward
1418,ECK120001419,wecE,3975146,3976276,forward
1419,ECK120001420,wzyE,3978601,3979953,forward
1420,ECK120001421,rffM,3979956,3980696,forward
1421,ECK120001422,yifK,3980887,3982272,forward
1422,ECK120001423,narQ,2585731,2587431,forward
1423,ECK120001424,yigE,4000292,4001056,reverse
1424,ECK120001425,corA,4001426,4002376,forward
1425,ECK120001426,yigF,4002419,4002799,reverse
1426,ECK120001427,yigG,4002813,4003193,reverse
1427,ECK120001428,rarD,4003288,4004178,reverse
1428,ECK120001429,yigI,4004230,4004697,reverse
1429,ECK120001430,rhtC,4007757,4008377,forward
1430,ECK120001431,rhtB,4008439,4009059,reverse
1431,ECK120001432,yigL,4010200,4011000,forward
1432,ECK120001433,bioP,4011076,4011975,forward
1433,ECK120001434,rmuC,4017333,4018760,forward
1434,ECK120001435,ubiE,4018855,4019610,forward
1435,ECK120001436,ubiJ,4019624,4020229,forward
1436,ECK120001437,ubiB,4020226,4021866,forward
1437,ECK120001438,tatC,4022736,4023512,forward
1438,ECK120001439,tatD,4023554,4024336,forward
1439,ECK120001440,yigZ,4032492,4033106,forward
1440,ECK120001441,hemG,4034608,4035153,forward
1441,ECK120001442,wzxE,3976278,3977528,forward
1442,ECK120001443,pdxH,1717351,1718007,reverse
1443,ECK120001444,mliC,1718066,1718395,reverse
1444,ECK120001445,csgA,1104447,1104902,forward
1445,ECK120001446,gadB,1570645,1572045,reverse
1446,ECK120001447,dinF,4257742,4259121,forward
1447,ECK120001448,qorA,4263248,4264231,reverse
1448,ECK120001449,pabC,1153300,1154109,forward
1449,ECK120001450,mltG,1154112,1155134,forward
1450,ECK120001451,hdeD,3656995,3657567,forward
1451,ECK120001452,prfH,253702,254202,forward
1452,ECK120001453,prmA,3409070,3409951,forward
1453,ECK120001454,yhdJ,3411653,3412537,forward
1454,ECK120001455,yhbE,3331770,3332735,reverse
1455,ECK120001456,holB,1155762,1156766,forward
1456,ECK120001457,adiA,4338254,4340521,reverse
1457,ECK120001458,rcsF,219591,219995,reverse
1458,ECK120001459,trmO,218887,219594,reverse
1459,ECK120001460,metQ,220113,220928,reverse
1460,ECK120001461,holE,1925108,1925338,forward
1461,ECK120001462,ftsH,3325001,3326935,reverse
1462,ECK120001463,rlmE,3327035,3327664,reverse
1463,ECK120001464,sra,1555826,1555963,reverse
1464,ECK120001465,mbiA,10830,11315,forward
1465,ECK120001466,ppk,2623044,2625110,forward
1466,ECK120001467,mog,9306,9893,forward
1467,ECK120001468,satP,9928,10494,reverse
1468,ECK120001469,gltF,3361176,3361940,forward
1469,ECK120001470,yhcA,3362112,3362786,forward
1470,ECK120001471,ycgB,1235709,1237241,reverse
1471,ECK120001472,glpX,4114569,4115579,reverse
1472,ECK120001473,nikR,3618588,3618989,forward
1473,ECK120001474,yhhH,3623399,3623782,forward
1474,ECK120001475,ybfA,729134,729340,forward
1475,ECK120001476,ybfB,733776,734102,forward
1476,ECK120001477,ybfC,735650,736219,forward
1477,ECK120001478,ybfD,738092,738853,forward
1478,ECK120001479,yhhI,3624378,3625514,forward
1479,ECK120001480,ydcC,1531816,1532952,forward
1480,ECK120001481,narP,2290500,2291147,forward
1481,ECK120001482,fabI,1350251,1351039,reverse
1482,ECK120001483,ftsN,4122380,4123339,reverse
1483,ECK120001484,fadD,1888061,1889746,reverse
1484,ECK120001485,cfa,1741413,1742561,forward
1485,ECK120001486,menC,2375000,2375962,reverse
1486,ECK120001487,ychH,1258791,1259069,forward
1487,ECK120001488,ibpA,3867009,3867422,reverse
1488,ECK120001489,ibpB,3866469,3866897,reverse
1489,ECK120001490,yidE,3864612,3866273,reverse
1490,ECK120001491,yceH,1126157,1126804,forward
1491,ECK120001492,yfiC,2712027,2712764,reverse
1492,ECK120001493,pyrH,191855,192580,forward
1493,ECK120001494,wrbA,1067112,1067708,reverse
1494,ECK120001495,kup,3931316,3933184,forward
1495,ECK120001496,tesA,519139,519765,reverse
1496,ECK120001497,hemE,4197716,4198780,forward
1497,ECK120001498,gadE,3658366,3658893,forward
1498,ECK120001499,flgL,1140033,1140986,forward
1499,ECK120001500,nadC,117752,118645,reverse
1500,ECK120001501,rnt,1728347,1728994,forward
1501,ECK120001502,lhr,1729087,1733703,forward
1502,ECK120001503,pepT,1185844,1187070,forward
1503,ECK120001504,hypF,2835173,2837425,reverse
1504,ECK120001505,hydN,2837578,2838105,reverse
1505,ECK120001506,glmM,3322733,3324070,reverse
1506,ECK120001507,stpA,2798091,2798495,reverse
1507,ECK120001508,yaaJ,6529,7959,reverse
1508,ECK120001509,talB,8238,9191,forward
1509,ECK120001510,caiD,35377,36162,reverse
1510,ECK120001511,caiC,36271,37824,reverse
1511,ECK120001512,caiB,37898,39115,reverse
1512,ECK120001513,caiA,39244,40386,reverse
1513,ECK120001514,caiT,40417,41931,reverse
1514,ECK120001515,fixA,42403,43173,forward
1515,ECK120001516,fixB,43188,44129,forward
1516,ECK120001517,fixC,44180,45466,forward
1517,ECK120001518,fixX,45463,45750,forward
1518,ECK120001519,yaaU,45807,47138,forward
1519,ECK120001520,kefF,47246,47776,forward
1520,ECK120001521,lptD,54755,57109,reverse
1521,ECK120001522,djlA,57364,58179,forward
1522,ECK120001523,yabI,71351,72115,forward
1523,ECK120001524,thiQ,72229,72927,reverse
1524,ECK120001525,thiP,72911,74521,reverse
1525,ECK120001526,tbpA,74497,75480,reverse
1526,ECK120001527,leuD,78848,79453,reverse
1527,ECK120001528,leuC,79464,80864,reverse
1528,ECK120001529,leuB,80867,81958,reverse
1529,ECK120001530,greB,3536812,3537288,forward
1530,ECK120001531,ybiA,832468,832950,reverse
1531,ECK120001532,ybiB,835248,836210,forward
1532,ECK120001533,hcxB,836351,837436,forward
1533,ECK120001534,gcl,533916,535697,forward
1534,ECK120001535,thiC,4194204,4196099,reverse
1535,ECK120001536,thiE,4193569,4194204,reverse
1536,ECK120001537,thiF,4192821,4193576,reverse
1537,ECK120001538,thiG,4191865,4192635,reverse
1538,ECK120001539,thiH,4190735,4191868,reverse
1539,ECK120001540,lipB,661637,662278,reverse
1540,ECK120001541,ybeD,662379,662642,reverse
1541,ECK120001542,ybeF,660425,661378,reverse
1542,ECK120001543,moaA,817044,818033,forward
1543,ECK120001544,moaB,818055,818567,forward
1544,ECK120001545,moaD,819048,819293,forward
1545,ECK120001546,moaE,819295,819747,forward
1546,ECK120001547,marB,1619989,1620207,forward
1547,ECK120001548,mstA,2652494,2653339,forward
1548,ECK120001549,sseB,2654157,2654933,reverse
1549,ECK120001550,glnE,3196801,3199641,reverse
