,PROMOTER_ID,PROMOTER_NAME,POS_1,SIGMA_FACTOR,PROMOTER_STRAND,BOX_10_LEFT,BOX_10_RIGHT,BOX_35_LEFT,BOX_35_RIGHT
1456,ECK120033728,mutLp1,4397100.0,Sigma70,forward,4397088.0,4397093.0,4397064.0,4397069.0
1457,ECK120033729,miaAp2,4398982.0,Sigma32,forward,4398966.0,4398971.0,4398946.0,4398951.0
1458,ECK120033730,miaAp1,4399052.0,Sigma70,forward,4399039.0,4399044.0,4399013.0,4399018.0
1459,ECK120033732,hfqp3,4400220.0,Sigma70,forward,4400208.0,4400213.0,4400183.0,4400188.0
1460,ECK120033733,lpxCp1,106508.0,Sigma70,forward,106494.0,106499.0,106471.0,106476.0
1461,ECK120033734,ybhCp,807321.0,,reverse,,,,
1462,ECK120034184,ybjQp,904517.0,,forward,,,,
1463,ECK120034185,ltaEp,909320.0,,reverse,,,,
1464,ECK120034186,ybjXp,919103.0,,reverse,,,,
1465,ECK120034187,trxBp,932078.0,,reverse,,,,
1466,ECK120034188,serSp,939365.0,,forward,,,,
1467,ECK120034190,ycbJp,971672.0,,forward,,,,
1468,ECK120034191,ldtDp,980931.0,,forward,,,,
1469,ECK120034192,ycbKp,983023.0,,forward,,,,
1470,ECK120034193,asnSp,989044.0,,reverse,,,,
1471,ECK120034194,pepNp,990591.0,,forward,,,,
1472,ECK120034195,matPp,1018459.0,,forward,,,,
1473,ECK120034196,mgsAp,1027041.0,,reverse,,,,
1474,ECK120034197,wrbAp,1067758.0,Sigma38,reverse,1067764.0,1067770.0,1067787.0,1067792.0
1475,ECK120034198,clsCp,1106292.0,,forward,,,,
1476,ECK120034200,solAp,1120609.0,,reverse,,,,
1477,ECK120034201,bssSp,1121020.0,Sigma70,reverse,,,,
1478,ECK120034202,rnep4,1144421.0,,reverse,,,,
1479,ECK120034204,rpmFp,1147338.0,,forward,,,,
1480,ECK120034205,iraMp,1212090.0,,reverse,,,,
1481,ECK120034206,bluRp,1214113.0,Sigma70,reverse,1214120.0,1214125.0,1214144.0,1214149.0
1482,ECK120034207,ycgLp,1227609.0,,forward,,,,
1483,ECK120034208,fadRp2,1234916.0,,forward,,,,
1484,ECK120034209,ycgBp,1237285.0,,reverse,,,,
1485,ECK120034211,ychJp,1289177.0,,reverse,,,,
1486,ECK120034212,yciIp,1310892.0,,reverse,,,,
1487,ECK120034213,yciVp,1323188.0,,forward,,,,
1488,ECK120034214,acnAp3,1335827.0,,forward,,,,
1489,ECK120034215,fabIp1,1351118.0,,reverse,,,,
1490,ECK120034217,puuDp,1361052.0,Sigma38,forward,1361040.0,1361045.0,1361017.0,1361022.0
1491,ECK120034218,ycjGp,1388874.0,,forward,,,,
1492,ECK120034219,ynaIp,1395973.0,,reverse,,,,
1493,ECK120034220,uspEp,1398659.0,,reverse,,,,
1494,ECK120034221,ydaNp,1408024.0,,forward,,,,
1495,ECK120034222,uspFp,1435641.0,,reverse,,,,
1496,ECK120034223,trgp1,1492439.0,Sigma28,forward,1492423.0,1492430.0,1492404.0,1492411.0
1497,ECK120034224,ydcRp,1509978.0,,forward,,,,
1498,ECK120034225,yncEp,1523227.0,,forward,,,,
1499,ECK120034226,yncGp,1526228.0,,forward,,,,
1500,ECK120034228,ydfGp,1627491.0,,forward,,,,
1501,ECK120034229,ydfHp,1628326.0,,forward,,,,
1502,ECK120034230,gnsBp,1637846.0,,reverse,,,,
1503,ECK120034231,ynfBp,1655709.0,,forward,,,,
1504,ECK120034232,tqsAp,1673890.0,,forward,,,,
1505,ECK120034233,ydgAp,1689794.0,,forward,,,,
1506,ECK120034234,hdhAp,1698122.0,,reverse,,,,
1507,ECK120034235,gstAp,1714327.0,,forward,,,,
1508,ECK120034236,tyrSp2,1717283.0,,reverse,,,,
1509,ECK120034237,sodCp,1724679.0,Sigma38,reverse,1724687.0,1724697.0,1724712.0,1724717.0
1510,ECK120034238,pykFp1,1755663.0,"Sigma70, Sigma38",forward,,,,
1511,ECK120034239,pykFp2,1755600.0,"Sigma38, Sigma70",forward,,,,
1512,ECK120034240,ydiPp,1779328.0,,reverse,,,,
1513,ECK120034241,yniBp,1809263.0,,reverse,,,,
1514,ECK120034242,yniCp,1809326.0,,forward,,,,
1515,ECK120034243,ynjEp,1839440.0,,forward,,,,
1516,ECK120034244,mipAp,1866506.0,,reverse,,,,
1517,ECK120034245,yeaGp2,1866765.0,,forward,,,,
1518,ECK120034246,yeaLp,1874323.0,,forward,,,,
1519,ECK120034247,yobFp2,1907617.0,,reverse,1907625.0,1907630.0,1907648.0,1907653.0
1520,ECK120034248,ptrBp,1928865.0,,reverse,,,,
1521,ECK120034249,pykAp1,1937544.0,"Sigma70, Sigma38",forward,,,,
1522,ECK120034250,pykAp2,1937494.0,"Sigma70, Sigma38",forward,,,,
1523,ECK120034251,aspSp1,1950701.0,,reverse,,,,
1524,ECK120034252,insA-5p,1979226.0,,reverse,,,,
1525,ECK120034253,dcyDp,1999508.0,,reverse,,,,
1526,ECK120034255,flup1,2071474.0,,forward,,,,
1527,ECK120034256,flup2,2071503.0,,forward,,,,
1528,ECK120034257,sbmCp1,2081325.0,,reverse,,,,
1529,ECK120034258,sbmCp2,2081303.0,,reverse,,,,
1530,ECK120034259,yeeEp,2085552.0,,reverse,,,,
1531,ECK120034260,galFp,2114351.0,,reverse,,,,
1532,ECK120034261,yegHp,2137863.0,,forward,,,,
1533,ECK120034262,gatZp,2176432.0,,reverse,,,,
1534,ECK120034263,yegTp,2178781.0,,forward,,,,
1535,ECK120034264,thiMp,2185451.0,,reverse,,,,
1536,ECK120034265,metGp,2194269.0,Sigma70,forward,2194258.0,2194263.0,2194235.0,2194240.0
1537,ECK120034266,preTp,2233989.0,Sigma70,forward,,,,
1538,ECK120034267,mepSp,2269920.0,,forward,,,,
1539,ECK120034269,yfaYp,2363655.0,,reverse,,,,
1540,ECK120034270,yfcZp,2460979.0,,reverse,,,,
1541,ECK120034271,mlaAp,2465135.0,,reverse,,,,
1542,ECK120034272,glkp1,2509447.0,"Sigma70, Sigma38",reverse,,,,
1543,ECK120034274,ligAp,2530201.0,,reverse,,,,
1544,ECK120034275,cysKp2,2532344.0,,forward,,,,
1545,ECK120034276,pdxKp1,2537319.0,,reverse,,,,
1546,ECK120034277,ucpAp1,2544664.0,,reverse,,,,
1547,ECK120034278,ucpAp2,2544671.0,,reverse,,,,
1548,ECK120034279,talAp,2578608.0,,forward,,,,
1549,ECK120034280,bepAp2,2616026.0,,forward,,,,
1550,ECK120034281,yfgMp1,2639433.0,,reverse,,,,
1551,ECK120034282,yfgMp2,2639402.0,,reverse,,,,
1552,ECK120034283,yfgMp3,2639370.0,,reverse,,,,
1553,ECK120034284,yfhMp,2652324.0,,reverse,,,,
1554,ECK120034285,sseAp,2652391.0,,forward,,,,
1555,ECK120034287,ffhp,2747853.0,,reverse,,,,
1556,ECK120034288,ygaMp,2800121.0,,forward,,,,
1557,ECK120034290,csrAp3,2819273.0,Sigma38,reverse,2819281.0,2819291.0,2819305.0,2819310.0
1558,ECK120034292,rpoSp1,2867567.0,,reverse,,,,
1559,ECK120034293,rpoSp2,2867607.0,,reverse,,,,
1560,ECK120034294,rpoSp3,2867654.0,,reverse,,,,
1561,ECK120034295,rpoSp4,2867724.0,,reverse,,,,
1562,ECK120034296,enop6,2908018.0,,reverse,,,,
1563,ECK120034297,pyrGp,2909713.0,,reverse,,,,
1564,ECK120034298,rlmDp,2915043.0,,reverse,,,,
1565,ECK120034299,queFp,2925321.0,,forward,,,,
1566,ECK120034300,ygeVp,3005847.0,,reverse,,,,
1567,ECK120034301,cptBp,3041099.0,,reverse,,,,
1568,ECK120034302,ygfZp,3041282.0,,forward,,,,
1569,ECK120034303,mscSp,3069871.0,,reverse,,,,
1570,ECK120034304,tktAp1,3081707.0,,reverse,,,,
1571,ECK120034306,gssp,3138610.0,,reverse,,,,
1572,ECK120034307,yghUp,3138700.0,,forward,,,,
1573,ECK120034308,yghBp,3153529.0,,forward,,,,
1574,ECK120034309,dkgAp,3156571.0,Sigma38,forward,,,,
1575,ECK120034310,ribBp,3184718.0,,reverse,,,,
1576,ECK120034311,ebgRp,3221437.0,,forward,,,,
1577,ECK120034312,ygjRp,3237282.0,,forward,,,,
1578,ECK120034313,sstTp,3239863.0,,forward,,,,
1579,ECK120034314,yhbTp1,3301368.0,,reverse,,,,
1580,ECK120034315,yhbTp2,3301301.0,,reverse,,,,
1581,ECK120034316,yhbYp,3327759.0,,forward,,,,
1582,ECK120034317,arcBp,3353049.0,,reverse,,,,
1583,ECK120034318,yhcBp,3380182.0,,forward,,,,
1584,ECK120034319,degQp1,3380654.0,,forward,,,,
1585,ECK120034321,mscLp,3438001.0,,forward,,,,
1586,ECK120034322,rpsMp1,3442495.0,,reverse,,,,
1587,ECK120034325,yheOp1,3476506.0,,reverse,,,,
1588,ECK120034326,yheOp2,3476541.0,,reverse,,,,
1589,ECK120034327,prkBp,3484311.0,,forward,,,,
1590,ECK120034328,tsgAp,3492519.0,,forward,,,,
1591,ECK120034329,mrcAp,3522826.0,,forward,,,,
1592,ECK120034330,rlmJp,3645350.0,,forward,,,,
1593,ECK120034332,yiaFp,3719097.0,,reverse,,,,
1594,ECK120034333,avtAp,3739674.0,,forward,,,,
1595,ECK120034334,yibFp,3761975.0,,reverse,,,,
1596,ECK120034335,gpmMp,3785235.0,,forward,,,,
1597,ECK120034336,dfpp,3812703.0,,forward,,,,
1598,ECK120034337,yicHp,3830431.0,,forward,,,,
1599,ECK120034339,mioCp,3926475.0,,reverse,,,,
1600,ECK120034340,ravAp,3931128.0,Sigma38,reverse,,,,
1601,ECK120034341,kupp1,3931103.0,,forward,,,,
1602,ECK120034342,kupp2,3931181.0,,forward,,,,
1603,ECK120034343,kupp3,3931265.0,,forward,,,,
1604,ECK120034344,ppiCp,3959841.0,,reverse,,,,
1605,ECK120034346,yigIp,4004724.0,,reverse,,,,
1606,ECK120034347,frep1,4026443.0,,forward,,,,
1607,ECK120034348,frep2,4026485.0,,forward,,,,
1608,ECK120034350,pepQp,4031147.0,,forward,,,,
1609,ECK120034352,yihDp,4042049.0,,forward,,,,
1610,ECK120034353,yihXp,4075548.0,,forward,,,,
1611,ECK120034354,tpiAp2,4111569.0,"Sigma70, Sigma38",reverse,,,,
1612,ECK120034356,menAp1,4120398.0,,reverse,,,,
1613,ECK120034358,yjbBp,4227602.0,,forward,,,,
1614,ECK120034359,dgkAp,4256608.0,,forward,,,,
1615,ECK120034360,qorp,4264304.0,,reverse,,,,
1616,ECK120034361,dnaBp,4264283.0,,forward,,,,
1617,ECK120034362,alrp1,4265589.0,,forward,,,,
1618,ECK120034363,alrp2,4265652.0,,forward,,,,
1619,ECK120034364,yjbQp,4270214.0,,forward,,,,
1620,ECK120034365,yjdCp,4363330.0,,reverse,,,,
1621,ECK120034366,groLp1,4370783.0,,forward,,,,
1622,ECK120034367,groLp2,4370873.0,,forward,,,,
1623,ECK120034368,groLp3,4370976.0,,forward,,,,
1624,ECK120034369,yjeIp,4372761.0,,forward,,,,
1625,ECK120034370,epmAp,4382618.0,,forward,,,,
1626,ECK120034372,rpsFp,4425025.0,Sigma70,forward,,,,
1627,ECK120034373,ytfBp,4428819.0,,reverse,,,,
1628,ECK120034374,cycAp,4429780.0,,forward,,,,
1629,ECK120034375,ppap,4449686.0,,reverse,,,,
1630,ECK120034376,pmbAp,4457945.0,,forward,,,,
1631,ECK120034377,ridAp,4470946.0,,reverse,,,,
1632,ECK120034378,rraBp2,4478445.0,,forward,,,,
1633,ECK120034379,holDp,4607781.0,,forward,,,,
1634,ECK120034380,yjjQp,4603319.0,Sigma70,forward,4603307.0,4603312.0,4603284.0,4603289.0
1635,ECK120034381,yjjPp,4603034.0,,reverse,,,,
1636,ECK120034382,secGp1,3322587.0,Sigma70,reverse,3322596.0,3322601.0,3322619.0,3322624.0
1637,ECK120034383,secGp2,3322590.0,Sigma70,reverse,3322596.0,3322601.0,3322619.0,3322624.0
1638,ECK120034384,leuOp,84188.0,Sigma70,forward,84175.0,84180.0,84152.0,84157.0
1639,ECK120034385,cspEp2,657250.0,Sigma70,forward,657239.0,657244.0,657214.0,657219.0
1640,ECK120034386,cspEp1,657147.0,Sigma70,forward,657135.0,657140.0,657114.0,657119.0
1641,ECK120034387,argOp,3068836.0,Sigma70,reverse,3068843.0,3068848.0,3068867.0,3068872.0
1642,ECK120034388,ykgMp,312805.0,Sigma70,reverse,312811.0,312816.0,312834.0,312839.0
1643,ECK120034389,yoaEp,1901772.0,Sigma70,reverse,1901778.0,1901783.0,1901802.0,1901807.0
1644,ECK120034390,talBp,8191.0,,forward,,,,
1645,ECK120034391,yabIp,71271.0,Sigma38,forward,,,,
1646,ECK120034392,lpxCp2,106530.0,,forward,,,,
1647,ECK120034394,acnBp2,131564.0,,forward,,,,
1648,ECK120034395,yacLp,134339.0,,forward,,,,
1649,ECK120034396,mrcBp,164721.0,,forward,,,,
1650,ECK120034397,rpsBp,189712.0,Sigma70,forward,189700.0,189705.0,189676.0,189681.0
1651,ECK120034398,ispUp1,194784.0,,forward,,,,
1652,ECK120034399,ispUp2,194901.0,,forward,,,,
1653,ECK120034400,gmhBp,222806.0,,forward,,,,
1654,ECK120034401,yafVp,240216.0,,reverse,,,,
1655,ECK120034402,yafZp,268026.0,,reverse,,,,
1656,ECK120034403,matCp1,310119.0,,reverse,,,,
1657,ECK120034404,matCp2,310076.0,,reverse,,,,
1658,ECK120034405,yahOp,346432.0,,forward,,,,
1659,ECK120034406,ampHp1,396363.0,,reverse,,,,
1660,ECK120034407,ampHp2,396319.0,,reverse,,,,
1661,ECK120034408,iraPp2,401363.0,,forward,,,,
1662,ECK120034409,proCp,405686.0,,reverse,,,,
1663,ECK120034410,yaiEp,408148.0,,forward,,,,
1664,ECK120034411,brnQp,419488.0,,forward,,,,
1665,ECK120034412,yajQp,444658.0,,forward,,,,
1666,ECK120034413,yajRp,446687.0,,reverse,,,,
1667,ECK120034414,tigp1,454993.0,,forward,,,,
1668,ECK120034415,tigp3,455122.0,,forward,,,,
1669,ECK120034416,tesBp,475201.0,,reverse,,,,
1670,ECK120034417,ylaCp,479288.0,,reverse,,,,
1671,ECK120034418,acrBp,484685.0,,reverse,,,,
1672,ECK120034419,kefAp,486492.0,,forward,,,,
1673,ECK120034420,ybaLp,503295.0,,reverse,,,,
1674,ECK120034421,ybbYp,540359.0,,forward,,,,
1675,ECK120034422,folDp,557781.0,,reverse,,,,
1676,ECK120034423,ybdBp,629292.0,,forward,,,,
1677,ECK120034424,uspGp,641903.0,,reverse,,,,
1678,ECK120034425,rnap,645034.0,,reverse,,,,
1679,ECK120034426,lipAp,660301.0,,reverse,,,,
1680,ECK120034427,rsfAp,669072.0,,reverse,,,,
1681,ECK120034428,ybeLp,674993.0,,forward,,,,
1682,ECK120034429,nadAp,782061.0,,forward,,,,
1683,ECK120034430,ybhQp,824601.0,,forward,,,,
1684,ECK120034431,iaaAp,866537.0,,forward,,,,
1685,ECK120034432,rimOp,878070.0,,reverse,,,,
1686,ECK120034433,gstBp,880519.0,,reverse,,,,
1687,ECK120034438,citCp1,651952.0,,reverse,,,,
1688,ECK120034440,marCp,1618941.0,,reverse,,,,
1689,ECK120034542,ydhYp,1754642.0,Sigma38,reverse,1754647.0,1754657.0,1754670.0,1754675.0
1690,ECK120034543,artPp1,903815.0,Sigma38,reverse,903820.0,903830.0,903842.0,903847.0
1691,ECK120034544,artPp2,903836.0,Sigma38,reverse,903844.0,903854.0,903865.0,903870.0
1692,ECK120034545,artPp3,903843.0,Sigma38,reverse,903850.0,903860.0,903873.0,903878.0
1693,ECK120034546,ybgAp2,738920.0,Sigma38,forward,738909.0,738919.0,738893.0,738898.0
1694,ECK120034547,gptp,255914.0,Sigma70,forward,255905.0,255910.0,255878.0,255883.0
1695,ECK120034548,frsAp,256502.0,Sigma70,forward,256489.0,256494.0,256464.0,256469.0
1696,ECK120034549,dksAp2,160657.0,Sigma70,reverse,160665.0,160670.0,160688.0,160693.0
1697,ECK120034550,panBp,149630.0,Sigma70,reverse,149638.0,149643.0,149660.0,149665.0
1698,ECK120034936,ecnBp,4376509.0,Sigma38,forward,4376493.0,4376503.0,4376473.0,4376478.0
1699,ECK120034937,creDp,4638160.0,,forward,,,,
1700,ECK120034938,tolCp4,3178074.0,Sigma38,forward,3178057.0,3178067.0,3178039.0,3178044.0
1701,ECK120034939,nemRp,1726021.0,Sigma70,forward,1726010.0,1726015.0,1725983.0,1725988.0
1702,ECK120034940,ybaOp,468352.0,Sigma70,forward,468345.0,468350.0,468322.0,468327.0
1703,ECK120034941,ompXp1,850209.0,Sigma70,forward,850200.0,850205.0,850174.0,850179.0
1704,ECK120034942,cyaRp,2167114.0,"Sigma24, Sigma70, Sigma38",forward,2167101.0,2167105.0,2167079.0,2167084.0
1705,ECK120034942,cyaRp,2167114.0,"Sigma24, Sigma70, Sigma38",forward,2167096.0,2167106.0,2167078.0,2167083.0
1706,ECK120034942,cyaRp,2167114.0,"Sigma24, Sigma70, Sigma38",forward,2167101.0,2167106.0,2167074.0,2167079.0
1707,ECK120034943,coaAp,4175107.0,,reverse,,,,
1708,ECK120034944,ssrSp1,3055974.0,Sigma70,forward,3055962.0,3055967.0,3055938.0,3055943.0
1709,ECK120034945,ssrSp2,3055759.0,"Sigma38, Sigma70",forward,3055741.0,3055751.0,3055723.0,3055728.0
1710,ECK120034945,ssrSp2,3055759.0,"Sigma38, Sigma70",forward,3055746.0,3055751.0,3055723.0,3055728.0
1711,ECK120034946,nadEp,1822302.0,Sigma70,forward,1822284.0,1822289.0,1822258.0,1822263.0
1712,ECK120034947,lsrRp,1601257.0,Sigma70,reverse,1601260.0,1601265.0,1601286.0,1601291.0
1713,ECK120035100,pstBp,3908447.0,Sigma70,reverse,3908453.0,3908458.0,3908474.0,3908479.0
1714,ECK120035101,yicCp,3816645.0,,forward,,,,
1715,ECK120035102,dinDp,3817699.0,,forward,,,,
1716,ECK120035103,yebGp,1930765.0,Sigma70,reverse,1930774.0,1930779.0,1930799.0,1930804.0
1717,ECK120035104,dinIp,1121509.0,Sigma70,reverse,,,,
1718,ECK120035105,hokEp,607731.0,Sigma24,forward,607721.0,607725.0,607698.0,607703.0
1719,ECK120035106,ybfEp,711939.0,Sigma32,reverse,711945.0,711950.0,711965.0,711970.0
1720,ECK120035107,chop,1823492.0,Sigma70,forward,1823480.0,1823485.0,1823459.0,1823464.0
1721,ECK120035108,ydiVp,1792087.0,Sigma24,reverse,1792091.0,1792095.0,1792113.0,1792118.0
1722,ECK120035109,mdtEp1,3659084.0,,forward,,,,
1723,ECK120035110,mdtEp2,3659140.0,,forward,,,,
1724,ECK120035111,mdtEp3,3659145.0,,forward,,,,
1725,ECK120035112,cmrp2,883569.0,,forward,,,,
1726,ECK120035113,tolCp1,3178004.0,,forward,,,,
1727,ECK120035114,tolCp2,3178012.0,,forward,,,,
1728,ECK120035115,tolCp3,3178062.0,,forward,,,,
1729,ECK120035116,murRp,2545793.0,"Sigma70, Sigma38",reverse,2545799.0,2545804.0,2545820.0,2545825.0
1730,ECK120035116,murRp,2545793.0,"Sigma70, Sigma38",reverse,2545799.0,2545809.0,2545820.0,2545825.0
1731,ECK120035117,murQp1,2545733.0,"Sigma70, Sigma38",forward,2545720.0,2545725.0,2545697.0,2545702.0
1732,ECK120035117,murQp1,2545733.0,"Sigma70, Sigma38",forward,2545718.0,2545728.0,2545698.0,2545703.0
1733,ECK120035118,murQp2,2545741.0,Sigma70,forward,2545728.0,2545733.0,2545704.0,2545709.0
1734,ECK120035119,sibAp,2153311.0,Sigma70,forward,2153298.0,2153303.0,2153275.0,2153280.0
1735,ECK120035120,sibDp,3194865.0,Sigma70,reverse,3194872.0,3194877.0,3194895.0,3194900.0
1736,ECK120035121,sibEp,3195240.0,Sigma70,reverse,3195247.0,3195252.0,3195270.0,3195275.0
1737,ECK120035122,sibCp,3056851.0,,forward,3056838.0,3056843.0,3056815.0,3056820.0
1738,ECK120035123,sibBp,2153646.0,Sigma70,forward,2153633.0,2153638.0,2153610.0,2153615.0
1739,ECK120035124,ycdTp,1092841.0,Sigma70,forward,1092829.0,1092834.0,1092804.0,1092809.0
1740,ECK120035125,folEp,2243848.0,Sigma70,reverse,2243858.0,2243863.0,2243882.0,2243887.0
1741,ECK120035126,gadWp1,3664651.0,,reverse,3664660.0,3664665.0,3664685.0,3664690.0
1742,ECK120035127,gadWp2,3664781.0,,reverse,3664789.0,3664794.0,3664812.0,3664817.0
1743,ECK120035128,yqaEp,2797085.0,,reverse,,,,
1744,ECK120035129,luxSp2,2814816.0,,reverse,,,,
1745,ECK120035130,yefMp,2089733.0,Sigma70,reverse,2089739.0,2089744.0,2089760.0,2089765.0
1746,ECK120048891,uvrBp1,813493.0,Sigma70,forward,813482.0,813487.0,813459.0,813464.0
1747,ECK120048892,yegRp,2168349.0,Sigma70,reverse,2168354.0,2168359.0,2168377.0,2168382.0
1748,ECK120048893,yojIp,2308641.0,Sigma70,reverse,2308648.0,2308653.0,2308670.0,2308675.0
1749,ECK120048894,gmkp,3821388.0,Sigma70,forward,3821374.0,3821379.0,3821351.0,3821356.0
1750,ECK120048895,rpoZp,3822077.0,Sigma70,forward,3822064.0,3822069.0,3822040.0,3822045.0
1751,ECK120048896,yifLp,3994492.0,Sigma70,forward,3994478.0,3994483.0,3994456.0,3994461.0
1752,ECK120049202,gadEp3,3657800.0,Sigma70,forward,3657788.0,3657793.0,3657761.0,3657766.0
1753,ECK120049203,dinJp,246615.0,Sigma70,reverse,246627.0,246632.0,246654.0,246659.0
1754,ECK120049204,puuAp,1360968.0,Sigma38,reverse,1360976.0,1360981.0,1360997.0,1361002.0
1755,ECK120049205,fadRp,1234905.0,Sigma70,forward,1234893.0,1234898.0,1234866.0,1234871.0
1756,ECK120049216,yjeVp,4392736.0,Sigma70,forward,4392725.0,4392730.0,4392702.0,4392707.0
1757,ECK120049217,queGp,4394092.0,,reverse,,,,
1758,ECK120049218,ogtp,1400284.0,,reverse,1400291.0,1400299.0,1400317.0,1400322.0
1759,ECK120049219,pldAp,4004814.0,Sigma70,forward,4004802.0,4004807.0,4004778.0,4004783.0
1760,ECK120049220,pepAp1,4486139.0,Sigma70,reverse,4486145.0,4486150.0,4486169.0,4486174.0
1761,ECK120049221,pepAp2,4486112.0,Sigma70,reverse,4486117.0,4486122.0,4486138.0,4486143.0
1762,ECK120051380,dinBp,250880.0,"Sigma70, Sigma38",forward,250869.0,250874.0,250847.0,250852.0
1763,ECK120051380,dinBp,250880.0,"Sigma70, Sigma38",forward,250864.0,250874.0,250847.0,250852.0
1764,ECK120051381,hicAp,1509221.0,Sigma70,forward,1509210.0,1509215.0,1509187.0,1509192.0
1765,ECK120051391,rndp,1888061.0,Sigma70,reverse,1888070.0,1888075.0,1888097.0,1888102.0
1766,ECK120051394,dsbGp,638800.0,,reverse,,,,
1767,ECK120051395,ahpCp2,638693.0,Sigma70,forward,638683.0,638688.0,638657.0,638662.0
1768,ECK120051396,blrp,1704512.0,,forward,,,,
1769,ECK120051397,yrbNp,3308086.0,Sigma70,reverse,3308090.0,3308095.0,3308117.0,3308122.0
1770,ECK120051399,mqsRp,3168653.0,Sigma70,reverse,3168655.0,3168660.0,3168682.0,3168687.0
1771,ECK125095183,pepAp3,4486101.0,Sigma70,reverse,4486108.0,4486113.0,4486131.0,4486136.0
1772,ECK125095184,ppdDp,117705.0,Sigma70,reverse,117711.0,117716.0,117735.0,117740.0
1773,ECK125095185,hofMp,3522928.0,Sigma38,reverse,3522935.0,3522945.0,3522959.0,3522964.0
1774,ECK125095186,gadEp4,3658062.0,Sigma70,forward,3658052.0,3658057.0,3658027.0,3658032.0
1775,ECK125095187,ydeJp,1624688.0,Sigma70,forward,1624679.0,1624684.0,1624653.0,1624658.0
1776,ECK125095188,ybdNp,636686.0,Sigma70,reverse,636692.0,636697.0,636714.0,636719.0
1777,ECK125095189,waaYp,3801136.0,Sigma70,reverse,3801145.0,3801150.0,3801172.0,3801177.0
1778,ECK125095190,mdhp2,3384470.0,,reverse,,,,
1779,ECK125095191,uxaCp1,3244843.0,,reverse,,,,
1780,ECK125095192,exuTp1,3245043.0,,forward,,,,
1781,ECK125095193,citCp2,652039.0,,reverse,,,,
1782,ECK125095194,dpiBp,651984.0,,forward,,,,
1783,ECK125095195,dpiBp2,652172.0,,forward,,,,
1784,ECK125095196,chiPp,708236.0,,forward,,,,
1785,ECK125095197,yddGp,1547205.0,Sigma38,reverse,1547213.0,1547223.0,1547237.0,1547242.0
1786,ECK125095198,yjjZp,4605777.0,Sigma70,forward,4605764.0,4605769.0,4605742.0,4605747.0
1787,ECK125095200,mepHp,1734357.0,Sigma70,forward,1734343.0,1734348.0,1734322.0,1734327.0
1788,ECK125095201,bdcAp,4474064.0,Sigma70,reverse,4474070.0,4474075.0,4474096.0,4474101.0
1789,ECK125095202,tynAp,1451498.0,Sigma70,reverse,1451504.0,1451509.0,1451530.0,1451535.0
1790,ECK125095203,rfep,3967800.0,Sigma70,forward,3967784.0,3967789.0,3967758.0,3967763.0
1791,ECK125095204,yeaEp,1865724.0,Sigma70,reverse,1865728.0,1865733.0,1865749.0,1865754.0
1792,ECK125095205,mhpTp,375386.0,Sigma32,forward,375370.0,375375.0,375353.0,375358.0
1793,ECK125095206,dkgBp,229098.0,Sigma38,forward,229087.0,229097.0,229070.0,229075.0
1794,ECK125095207,ftsBp,2872901.0,Sigma38,reverse,2872908.0,2872918.0,2872931.0,2872936.0
1795,ECK125095208,grxD,1734162.0,Sigma70,reverse,1734168.0,1734173.0,1734192.0,1734197.0
1796,ECK125095209,pgpCp,2698638.0,Sigma32,reverse,2698647.0,2698652.0,2698667.0,2698672.0
1797,ECK125095219,yjcCp,4275418.0,Sigma38,forward,,,,
1798,ECK125095431,iraDp1,4556576.0,Sigma70,forward,4556564.0,4556569.0,4556542.0,4556547.0
1799,ECK125095432,azuCp,1988001.0,Sigma70,reverse,1988008.0,1988013.0,1988030.0,1988035.0
1800,ECK125095433,ykgRp,313285.0,Sigma70,reverse,313288.0,313293.0,313310.0,313315.0
1801,ECK125095434,yobFp1,1907793.0,Sigma70,reverse,1907801.0,1907806.0,1907825.0,1907830.0
1802,ECK125095435,rraBp1,4478384.0,Sigma70,forward,4478368.0,4478373.0,4478343.0,4478348.0
1803,ECK125095436,glmYp2,2691340.0,Sigma70,reverse,2691348.0,2691353.0,2691372.0,2691377.0
1804,ECK125095437,yahEp,335739.0,Sigma54,forward,335722.0,335726.0,335710.0,335715.0
1805,ECK125095438,yaaUp,45592.0,Sigma54,forward,45581.0,45585.0,45569.0,45574.0
1806,ECK125095439,crlp2,257824.0,Sigma54,forward,257807.0,257811.0,257795.0,257800.0
1807,ECK125095440,nikAp2,3613439.0,Sigma54,forward,3613422.0,3613426.0,3613410.0,3613415.0
1808,ECK125095441,emrDp,3853845.0,Sigma54,forward,3853828.0,3853832.0,3853816.0,3853821.0
1809,ECK125095442,yhjCp,3672136.0,Sigma54,forward,3672119.0,3672123.0,3672106.0,3672111.0
1810,ECK125095443,ygfKp,3015992.0,Sigma54,forward,3015975.0,3015979.0,3015963.0,3015968.0
1811,ECK125095444,yejHp,2280622.0,Sigma54,forward,2280605.0,2280609.0,2280593.0,2280598.0
1812,ECK125095445,htpGp3,494817.0,Sigma54,forward,494800.0,494804.0,494787.0,494792.0
1813,ECK125095446,flhDp2,1978577.0,Sigma54,reverse,1978590.0,1978594.0,1978601.0,1978606.0
1814,ECK125095447,actPp,4284935.0,Sigma54,reverse,4284948.0,4284952.0,4284959.0,4284964.0
1815,ECK125095448,rhaDp,4094385.0,Sigma54,reverse,4094398.0,4094402.0,4094410.0,4094415.0
