,ATTENUATOR_ID,GENE_ID,ATTENUATOR_TYPE,ATTENUATOR_STRAND,A_TERMINATOR_TYPE,A_TERMINATOR_POSLEFT,A_TERMINATOR_POSRIGHT,A_TERMINATOR_ATTENUATOR_ID
302,ECK125143980,ECK120003234,Transcriptional,reverse,terminator,1346936,1346968,ECK125143980
303,ECK125143980,ECK120003234,Transcriptional,reverse,anti-terminator,1346957,1347014,ECK125143980
304,ECK125143980,ECK120003234,Transcriptional,reverse,anti-anti-terminator,1347014,1347043,ECK125143980
305,ECK125143984,ECK120001482,Translational,reverse,terminator,1351071,1351085,ECK125143984
306,ECK125143986,ECK120003236,Translational,reverse,terminator,1351758,1351800,ECK125143986
307,ECK125143988,ECK120003237,Translational,reverse,terminator,1357674,1357705,ECK125143988
308,ECK125143990,ECK120000771,Translational,forward,terminator,1369644,1369686,ECK125143990
309,ECK125143992,ECK120003252,Translational,forward,terminator,1381908,1381925,ECK125143992
310,ECK125143994,ECK120003261,Translational,reverse,terminator,1395932,1395969,ECK125143994
311,ECK125143996,ECK120003262,Transcriptional,forward,terminator,1395953,1395984,ECK125143996
312,ECK125143996,ECK120003262,Transcriptional,forward,anti-terminator,1395924,1395966,ECK125143996
313,ECK125143996,ECK120003262,Transcriptional,forward,anti-anti-terminator,1395870,1395934,ECK125143996
314,ECK125144000,ECK120003266,Translational,forward,terminator,1404695,1404740,ECK125144000
315,ECK125144002,ECK120003283,Transcriptional,forward,terminator,1425323,1425360,ECK125144002
316,ECK125144004,ECK120003286,Translational,forward,terminator,1426408,1426431,ECK125144004
317,ECK125144006,ECK120003296,Transcriptional,reverse,terminator,1440956,1440998,ECK125144006
318,ECK125144006,ECK120003296,Transcriptional,reverse,anti-terminator,1440988,1441029,ECK125144006
319,ECK125144006,ECK120003296,Transcriptional,reverse,anti-anti-terminator,1441068,1441085,ECK125144006
320,ECK125144010,ECK120002427,Transcriptional,reverse,terminator,1451555,1451586,ECK125144010
321,ECK125144010,ECK120002427,Transcriptional,reverse,anti-terminator,1451575,1451618,ECK125144010
322,ECK125144010,ECK120002427,Transcriptional,reverse,anti-anti-terminator,1451612,1451650,ECK125144010
323,ECK125144014,ECK120001280,Transcriptional,forward,terminator,1474033,1474069,ECK125144014
324,ECK125144014,ECK120001280,Transcriptional,forward,anti-terminator,1474017,1474047,ECK125144014
325,ECK125144014,ECK120001280,Transcriptional,forward,anti-anti-terminator,1473981,1474030,ECK125144014
326,ECK125144018,ECK120003324,Transcriptional,reverse,terminator,1483021,1483057,ECK125144018
327,ECK125144018,ECK120003324,Transcriptional,reverse,anti-terminator,1483046,1483067,ECK125144018
328,ECK125144021,ECK120000844,Transcriptional,forward,terminator,1498885,1498909,ECK125144021
329,ECK125144021,ECK120000844,Transcriptional,forward,anti-terminator,1498846,1498893,ECK125144021
330,ECK125144021,ECK120000844,Transcriptional,forward,anti-anti-terminator,1498833,1498863,ECK125144021
331,ECK125144025,ECK120003330,Translational,reverse,terminator,1500459,1500496,ECK125144025
332,ECK125144027,ECK120003331,Transcriptional,forward,terminator,1502235,1502275,ECK125144027
333,ECK125144027,ECK120003331,Transcriptional,forward,anti-terminator,1502207,1502249,ECK125144027
334,ECK125144027,ECK120003331,Transcriptional,forward,anti-anti-terminator,1502196,1502226,ECK125144027
335,ECK125144031,ECK120003332,Translational,forward,terminator,1503632,1503659,ECK125144031
336,ECK125144033,ECK120003354,Translational,forward,terminator,1526209,1526245,ECK125144033
337,ECK125144035,ECK120001480,Translational,forward,terminator,1531790,1531809,ECK125144035
338,ECK125144037,ECK120001757,Translational,reverse,terminator,1535859,1535888,ECK125144037
339,ECK125144039,ECK120001205,Transcriptional,forward,terminator,1547280,1547304,ECK125144039
340,ECK125144039,ECK120001205,Transcriptional,forward,anti-terminator,1547250,1547287,ECK125144039
341,ECK125144039,ECK120001205,Transcriptional,forward,anti-anti-terminator,1547245,1547266,ECK125144039
342,ECK125144043,ECK120001464,Translational,reverse,terminator,1555970,1555997,ECK125144043
343,ECK125144045,ECK120003374,Transcriptional,reverse,terminator,1568900,1568928,ECK125144045
344,ECK125144047,ECK120003375,Translational,reverse,terminator,1570501,1570534,ECK125144047
345,ECK125144049,ECK120001681,Translational,reverse,terminator,1579359,1579383,ECK125144049
346,ECK125144051,ECK120001714,Transcriptional,reverse,terminator,1598246,1598287,ECK125144051
347,ECK125144051,ECK120001714,Transcriptional,reverse,anti-terminator,1598274,1598349,ECK125144051
348,ECK125144054,ECK120003395,Transcriptional,forward,terminator,1607274,1607309,ECK125144054
349,ECK125144054,ECK120003395,Transcriptional,forward,anti-terminator,1607273,1607287,ECK125144054
350,ECK125144054,ECK120003395,Transcriptional,forward,anti-anti-terminator,1607202,1607277,ECK125144054
351,ECK125144058,ECK120003399,Translational,reverse,terminator,1613261,1613298,ECK125144058
352,ECK125144060,ECK120003404,Transcriptional,forward,terminator,1629047,1629076,ECK125144060
353,ECK125144062,ECK120003405,Transcriptional,reverse,terminator,1630962,1630995,ECK125144062
354,ECK125144062,ECK120003405,Transcriptional,reverse,anti-terminator,1630981,1631034,ECK125144062
355,ECK125144062,ECK120003405,Transcriptional,reverse,anti-anti-terminator,1631012,1631067,ECK125144062
356,ECK125144066,ECK120003406,Translational,reverse,terminator,1632290,1632314,ECK125144066
357,ECK125144068,ECK120001113,Transcriptional,reverse,terminator,1645019,1645056,ECK125144068
358,ECK125144068,ECK120001113,Transcriptional,reverse,anti-terminator,1645054,1645081,ECK125144068
359,ECK125144068,ECK120001113,Transcriptional,reverse,anti-anti-terminator,1645073,1645130,ECK125144068
360,ECK125144072,ECK120001114,Translational,reverse,terminator,1645277,1645304,ECK125144072
361,ECK125144074,ECK120000222,Translational,reverse,terminator,1647855,1647894,ECK125144074
362,ECK125144076,ECK120000221,Transcriptional,forward,terminator,1649397,1649440,ECK125144076
363,ECK125144076,ECK120000221,Transcriptional,forward,anti-terminator,1649365,1649400,ECK125144076
364,ECK125144076,ECK120000221,Transcriptional,forward,anti-anti-terminator,1649328,1649383,ECK125144076
365,ECK125144080,ECK120003449,Transcriptional,forward,terminator,1678228,1678269,ECK125144080
366,ECK125144080,ECK120003449,Transcriptional,forward,anti-terminator,1678197,1678243,ECK125144080
367,ECK125144083,ECK120000351,Transcriptional,reverse,terminator,1686701,1686726,ECK125144083
368,ECK125144085,ECK120003454,Translational,forward,terminator,1689809,1689829,ECK125144085
369,ECK125144087,ECK120000418,Transcriptional,reverse,terminator,1698063,1698090,ECK125144087
370,ECK125144087,ECK120000418,Transcriptional,reverse,anti-terminator,1698082,1698130,ECK125144087
371,ECK125144090,ECK120000027,Transcriptional,forward,terminator,1702132,1702176,ECK125144090
372,ECK125144090,ECK120000027,Transcriptional,forward,anti-terminator,1702116,1702141,ECK125144090
373,ECK125144090,ECK120000027,Transcriptional,forward,anti-anti-terminator,1702088,1702120,ECK125144090
374,ECK125144094,ECK120003460,Transcriptional,forward,terminator,1705712,1705755,ECK125144094
375,ECK125144094,ECK120003460,Transcriptional,forward,anti-terminator,1705682,1705728,ECK125144094
376,ECK125144097,ECK120003466,Translational,forward,terminator,1712730,1712752,ECK125144097
377,ECK125144099,ECK120003467,Transcriptional,forward,terminator,1714293,1714329,ECK125144099
378,ECK125144099,ECK120003467,Transcriptional,forward,anti-terminator,1714259,1714300,ECK125144099
379,ECK125144099,ECK120003467,Transcriptional,forward,anti-anti-terminator,1714224,1714269,ECK125144099
380,ECK125144103,ECK120003468,Transcriptional,reverse,terminator,1715899,1715933,ECK125144103
381,ECK125144103,ECK120003468,Transcriptional,reverse,anti-terminator,1715923,1715972,ECK125144103
382,ECK125144103,ECK120003468,Transcriptional,reverse,anti-anti-terminator,1715953,1715987,ECK125144103
383,ECK125144107,ECK120001032,Translational,reverse,terminator,1717247,1717264,ECK125144107
384,ECK125144109,ECK120001443,Translational,reverse,terminator,1718031,1718054,ECK125144109
385,ECK125144111,ECK120000943,Transcriptional,forward,terminator,1735251,1735295,ECK125144111
386,ECK125144111,ECK120000943,Transcriptional,forward,anti-terminator,1735222,1735260,ECK125144111
387,ECK125144114,ECK120003482,Translational,reverse,terminator,1737301,1737337,ECK125144114
388,ECK125144116,ECK120003484,Transcriptional,forward,terminator,1746562,1746601,ECK125144116
389,ECK125144116,ECK120003484,Transcriptional,forward,anti-terminator,1746532,1746579,ECK125144116
390,ECK125144116,ECK120003484,Transcriptional,forward,anti-anti-terminator,1746520,1746556,ECK125144116
391,ECK125144120,ECK120003502,Translational,forward,terminator,1769027,1769064,ECK125144120
392,ECK125144122,ECK120003507,Transcriptional,reverse,terminator,1779347,1779381,ECK125144122
393,ECK125144122,ECK120003507,Transcriptional,reverse,anti-terminator,1779374,1779407,ECK125144122
394,ECK125144125,ECK120003510,Translational,forward,terminator,1781352,1781384,ECK125144125
395,ECK125144127,ECK120000076,Transcriptional,forward,terminator,1788265,1788308,ECK125144127
396,ECK125144127,ECK120000076,Transcriptional,forward,anti-terminator,1788243,1788280,ECK125144127
397,ECK125144127,ECK120000076,Transcriptional,forward,anti-anti-terminator,1788204,1788259,ECK125144127
398,ECK125144131,ECK120003512,Translational,reverse,terminator,1791263,1791291,ECK125144131
399,ECK125144133,ECK120000123,Transcriptional,reverse,terminator,1795210,1795240,ECK125144133
400,ECK125144135,ECK120000701,Transcriptional,reverse,terminator,1799152,1799179,ECK125144135
401,ECK125144135,ECK120000701,Transcriptional,reverse,anti-terminator,1799175,1799216,ECK125144135
402,ECK125144135,ECK120000701,Transcriptional,reverse,anti-anti-terminator,1799194,1799243,ECK125144135
403,ECK125144139,ECK120001246,Transcriptional,reverse,terminator,1799359,1799379,ECK125144139
404,ECK125144139,ECK120001246,Transcriptional,reverse,anti-terminator,1799373,1799405,ECK125144139
405,ECK125144142,ECK120000990,Translational,reverse,terminator,1802585,1802617,ECK125144142
406,ECK125144144,ECK120003516,Transcriptional,reverse,terminator,1806101,1806127,ECK125144144
407,ECK125144144,ECK120003516,Transcriptional,reverse,anti-terminator,1806124,1806165,ECK125144144
408,ECK125144144,ECK120003516,Transcriptional,reverse,anti-anti-terminator,1806151,1806194,ECK125144144
409,ECK125144148,ECK120003522,Translational,forward,terminator,1810887,1810907,ECK125144148
410,ECK125144150,ECK120000138,Translational,reverse,terminator,1819826,1819851,ECK125144150
411,ECK125144152,ECK120000137,Translational,reverse,terminator,1821233,1821254,ECK125144152
412,ECK125144154,ECK120001062,Transcriptional,forward,terminator,1832286,1832312,ECK125144154
413,ECK125144154,ECK120001062,Transcriptional,forward,anti-terminator,1832259,1832295,ECK125144154
414,ECK125144154,ECK120001062,Transcriptional,forward,anti-anti-terminator,1832232,1832279,ECK125144154
415,ECK125144158,ECK120003542,Translational,forward,terminator,1841446,1841476,ECK125144158
416,ECK125144160,ECK120000041,Transcriptional,forward,terminator,1850703,1850739,ECK125144160
417,ECK125144160,ECK120000041,Transcriptional,forward,anti-terminator,1850675,1850716,ECK125144160
418,ECK125144160,ECK120000041,Transcriptional,forward,anti-anti-terminator,1850677,1850690,ECK125144160
419,ECK125144164,ECK120002237,Translational,reverse,terminator,1853984,1854019,ECK125144164
420,ECK125144166,ECK120003554,Transcriptional,reverse,terminator,1865670,1865688,ECK125144166
421,ECK125144166,ECK120003554,Transcriptional,reverse,anti-terminator,1865683,1865723,ECK125144166
422,ECK125144166,ECK120003554,Transcriptional,reverse,anti-anti-terminator,1865704,1865724,ECK125144166
423,ECK125144170,ECK120003558,Transcriptional,forward,terminator,1870244,1870276,ECK125144170
424,ECK125144170,ECK120003558,Transcriptional,forward,anti-terminator,1870227,1870253,ECK125144170
425,ECK125144173,ECK120003571,Transcriptional,reverse,terminator,1880838,1880859,ECK125144173
426,ECK125144173,ECK120003571,Transcriptional,reverse,anti-terminator,1880854,1880891,ECK125144173
427,ECK125144176,ECK120003574,Transcriptional,forward,terminator,1883016,1883053,ECK125144176
428,ECK125144176,ECK120003574,Transcriptional,forward,anti-terminator,1882991,1883024,ECK125144176
429,ECK125144176,ECK120003574,Transcriptional,forward,anti-anti-terminator,1882961,1883006,ECK125144176
430,ECK125144180,ECK120000849,Transcriptional,reverse,terminator,1888015,1888043,ECK125144180
431,ECK125144180,ECK120000849,Transcriptional,reverse,anti-terminator,1888033,1888067,ECK125144180
432,ECK125144180,ECK120000849,Transcriptional,reverse,anti-anti-terminator,1888052,1888095,ECK125144180
433,ECK125144184,ECK120003579,Translational,reverse,terminator,1893234,1893268,ECK125144184
434,ECK125144186,ECK120003585,Transcriptional,forward,terminator,1904763,1904789,ECK125144186
435,ECK125144186,ECK120003585,Transcriptional,forward,anti-terminator,1904729,1904769,ECK125144186
436,ECK125144186,ECK120003585,Transcriptional,forward,anti-anti-terminator,1904724,1904747,ECK125144186
437,ECK125144190,ECK120002094,Transcriptional,reverse,terminator,1907153,1907177,ECK125144190
438,ECK125144190,ECK120002094,Transcriptional,reverse,anti-terminator,1907171,1907242,ECK125144190
439,ECK125144193,ECK120003588,Translational,reverse,terminator,1908551,1908574,ECK125144193
440,ECK125144195,ECK120000455,Transcriptional,reverse,terminator,1912731,1912762,ECK125144195
441,ECK125144197,ECK120001742,Transcriptional,reverse,terminator,1930817,1930857,ECK125144197
442,ECK125144197,ECK120001742,Transcriptional,reverse,anti-terminator,1930847,1930916,ECK125144197
443,ECK125144197,ECK120001742,Transcriptional,reverse,anti-anti-terminator,1930894,1930922,ECK125144197
444,ECK125144201,ECK120000251,Transcriptional,reverse,terminator,1934724,1934761,ECK125144201
445,ECK125144201,ECK120000251,Transcriptional,reverse,anti-terminator,1934749,1934794,ECK125144201
446,ECK125144201,ECK120000251,Transcriptional,reverse,anti-anti-terminator,1934789,1934833,ECK125144201
447,ECK125144205,ECK120000607,Transcriptional,reverse,terminator,1940263,1940297,ECK125144205
448,ECK125144205,ECK120000607,Transcriptional,reverse,anti-terminator,1940291,1940334,ECK125144205
449,ECK125144205,ECK120000607,Transcriptional,reverse,anti-anti-terminator,1940321,1940371,ECK125144205
450,ECK125144209,ECK120000067,Transcriptional,forward,terminator,1959997,1960034,ECK125144209
451,ECK125144209,ECK120000067,Transcriptional,forward,anti-terminator,1959958,1960001,ECK125144209
452,ECK125144209,ECK120000067,Transcriptional,forward,anti-anti-terminator,1959924,1959975,ECK125144209
453,ECK125144213,ECK120000594,Transcriptional,reverse,terminator,1977207,1977240,ECK125144213
454,ECK125144213,ECK120000594,Transcriptional,reverse,anti-terminator,1977232,1977274,ECK125144213
455,ECK125144213,ECK120000594,Transcriptional,reverse,anti-anti-terminator,1977252,1977305,ECK125144213
456,ECK125144217,ECK120000912,Translational,forward,terminator,1988671,1988714,ECK125144217
457,ECK125144219,ECK120003622,Transcriptional,reverse,terminator,1989501,1989541,ECK125144219
458,ECK125144219,ECK120003622,Transcriptional,reverse,anti-terminator,1989526,1989554,ECK125144219
459,ECK125144219,ECK120003622,Transcriptional,reverse,anti-anti-terminator,1989548,1989591,ECK125144219
460,ECK125144223,ECK120003629,Transcriptional,reverse,terminator,2012419,2012453,ECK125144223
461,ECK125144223,ECK120003629,Transcriptional,reverse,anti-terminator,2012450,2012483,ECK125144223
462,ECK125144223,ECK120003629,Transcriptional,reverse,anti-anti-terminator,2012481,2012521,ECK125144223
463,ECK125144227,ECK120003634,Translational,forward,terminator,2025464,2025508,ECK125144227
464,ECK125144229,ECK120000205,Translational,reverse,terminator,2032326,2032346,ECK125144229
465,ECK125144231,ECK120003659,Translational,reverse,terminator,2063346,2063370,ECK125144231
466,ECK125144233,ECK120002434,Transcriptional,reverse,terminator,2065952,2065992,ECK125144233
467,ECK125144233,ECK120002434,Transcriptional,reverse,anti-terminator,2065988,2066017,ECK125144233
468,ECK125144233,ECK120002434,Transcriptional,reverse,anti-anti-terminator,2066002,2066060,ECK125144233
469,ECK125144237,ECK120001825,Transcriptional,reverse,terminator,2085646,2085686,ECK125144237
470,ECK125144237,ECK120001825,Transcriptional,reverse,anti-terminator,2085653,2085717,ECK125144237
471,ECK125144237,ECK120001825,Transcriptional,reverse,anti-anti-terminator,2085715,2085743,ECK125144237
472,ECK125144241,ECK120000442,Transcriptional,forward,terminator,2090108,2090146,ECK125144241
473,ECK125144241,ECK120000442,Transcriptional,forward,anti-terminator,2090079,2090124,ECK125144241
474,ECK125144241,ECK120000442,Transcriptional,forward,anti-anti-terminator,2090050,2090099,ECK125144241
475,ECK125144245,ECK120003677,Transcriptional,reverse,terminator,2099803,2099837,ECK125144245
476,ECK125144245,ECK120003677,Transcriptional,reverse,anti-terminator,2099828,2099871,ECK125144245
477,ECK125144245,ECK120003677,Transcriptional,reverse,anti-anti-terminator,2099853,2099910,ECK125144245
478,ECK125144249,ECK120003678,Translational,reverse,terminator,2102917,2102958,ECK125144249
479,ECK125144251,ECK120001903,Translational,reverse,terminator,2111040,2111066,ECK125144251
480,ECK125144253,ECK120003684,Translational,reverse,terminator,2121573,2121598,ECK125144253
481,ECK125144255,ECK120003690,Translational,reverse,terminator,2133408,2133437,ECK125144255
482,ECK125144257,ECK120001200,Transcriptional,reverse,terminator,2147747,2147780,ECK125144257
483,ECK125144257,ECK120001200,Transcriptional,reverse,anti-terminator,2147768,2147815,ECK125144257
484,ECK125144257,ECK120001200,Transcriptional,reverse,anti-anti-terminator,2147813,2147841,ECK125144257
485,ECK125144261,ECK120003704,Translational,reverse,terminator,2167525,2167554,ECK125144261
486,ECK125144263,ECK120004467,Translational,reverse,terminator,2185305,2185332,ECK125144263
487,ECK125144265,ECK120001916,Transcriptional,reverse,terminator,2192987,2193030,ECK125144265
488,ECK125144265,ECK120001916,Transcriptional,reverse,anti-terminator,2193022,2193067,ECK125144265
489,ECK125144265,ECK120001916,Transcriptional,reverse,anti-anti-terminator,2193084,2193097,ECK125144265
490,ECK125144269,ECK120001939,Translational,reverse,terminator,2230392,2230430,ECK125144269
491,ECK125144271,ECK120001942,Transcriptional,forward,terminator,2232796,2232818,ECK125144271
492,ECK125144271,ECK120001942,Transcriptional,forward,anti-terminator,2232757,2232801,ECK125144271
493,ECK125144271,ECK120001942,Transcriptional,forward,anti-anti-terminator,2232731,2232772,ECK125144271
494,ECK125144275,ECK120001944,Translational,forward,terminator,2249685,2249719,ECK125144275
495,ECK125144277,ECK120004449,Translational,reverse,terminator,2263498,2263541,ECK125144277
496,ECK125144279,ECK120001953,Transcriptional,forward,terminator,2266037,2266076,ECK125144279
497,ECK125144281,ECK120003726,Transcriptional,forward,terminator,2270591,2270623,ECK125144281
498,ECK125144281,ECK120003726,Transcriptional,forward,anti-terminator,2270556,2270599,ECK125144281
499,ECK125144281,ECK120003726,Transcriptional,forward,anti-anti-terminator,2270523,2270572,ECK125144281
500,ECK125144285,ECK120001960,Translational,reverse,terminator,2280513,2280528,ECK125144285
501,ECK125144287,ECK120000876,Translational,forward,terminator,2282470,2282495,ECK125144287
502,ECK125144289,ECK120001962,Translational,reverse,terminator,2283966,2283992,ECK125144289
503,ECK125144291,ECK120001979,Translational,reverse,terminator,2308614,2308658,ECK125144291
504,ECK125144293,ECK120001980,Transcriptional,reverse,terminator,2311596,2311631,ECK125144293
505,ECK125144293,ECK120001980,Transcriptional,reverse,anti-terminator,2311621,2311652,ECK125144293
506,ECK125144293,ECK120001980,Transcriptional,reverse,anti-anti-terminator,2311639,2311678,ECK125144293
507,ECK125144297,ECK120000653,Transcriptional,forward,terminator,2344673,2344693,ECK125144297
508,ECK125144297,ECK120000653,Transcriptional,forward,anti-terminator,2344646,2344682,ECK125144297
509,ECK125144297,ECK120000653,Transcriptional,forward,anti-anti-terminator,2344651,2344665,ECK125144297
510,ECK125144301,ECK120001386,Translational,reverse,terminator,2349475,2349514,ECK125144301
511,ECK125144303,ECK120000384,Translational,forward,terminator,2352600,2352625,ECK125144303
512,ECK125144305,ECK120002199,Transcriptional,forward,terminator,2356724,2356757,ECK125144305
513,ECK125144305,ECK120002199,Transcriptional,forward,anti-terminator,2356689,2356732,ECK125144305
514,ECK125144305,ECK120002199,Transcriptional,forward,anti-anti-terminator,2356660,2356709,ECK125144305
515,ECK125144309,ECK120003737,Translational,reverse,terminator,2362212,2362243,ECK125144309
516,ECK125144311,ECK120003738,Transcriptional,reverse,terminator,2363692,2363736,ECK125144311
517,ECK125144311,ECK120003738,Transcriptional,reverse,anti-terminator,2363718,2363762,ECK125144311
518,ECK125144311,ECK120003738,Transcriptional,reverse,anti-anti-terminator,2363744,2363793,ECK125144311
519,ECK125144315,ECK120002026,Transcriptional,reverse,terminator,2406757,2406796,ECK125144315
520,ECK125144315,ECK120002026,Transcriptional,reverse,anti-terminator,2406786,2406826,ECK125144315
521,ECK125144315,ECK120002026,Transcriptional,reverse,anti-anti-terminator,2406816,2406866,ECK125144315
522,ECK125144319,ECK120003759,Translational,forward,terminator,2407514,2407531,ECK125144319
523,ECK125144321,ECK120003760,Translational,forward,terminator,2408829,2408859,ECK125144321
524,ECK125144323,ECK120003761,Transcriptional,reverse,terminator,2411394,2411420,ECK125144323
525,ECK125144323,ECK120003761,Transcriptional,reverse,anti-terminator,2411417,2411459,ECK125144323
526,ECK125144323,ECK120003761,Transcriptional,reverse,anti-anti-terminator,2411439,2411482,ECK125144323
527,ECK125144327,ECK120002445,Transcriptional,forward,terminator,2414676,2414709,ECK125144327
528,ECK125144329,ECK120003772,Transcriptional,reverse,terminator,2423700,2423729,ECK125144329
529,ECK125144329,ECK120003772,Transcriptional,reverse,anti-terminator,2423717,2423791,ECK125144329
530,ECK125144329,ECK120003772,Transcriptional,reverse,anti-anti-terminator,2423755,2423811,ECK125144329
531,ECK125144333,ECK120001033,Translational,reverse,terminator,2428631,2428659,ECK125144333
532,ECK125144335,ECK120000165,Transcriptional,reverse,terminator,2430858,2430893,ECK125144335
533,ECK125144335,ECK120000165,Transcriptional,reverse,anti-terminator,2430887,2430927,ECK125144335
534,ECK125144338,ECK120000211,Transcriptional,reverse,terminator,2434025,2434070,ECK125144338
535,ECK125144338,ECK120000211,Transcriptional,reverse,anti-terminator,2434060,2434100,ECK125144338
536,ECK125144338,ECK120000211,Transcriptional,reverse,anti-anti-terminator,2434085,2434143,ECK125144338
537,ECK125144342,ECK120003773,Transcriptional,reverse,terminator,2440282,2440305,ECK125144342
538,ECK125144342,ECK120003773,Transcriptional,reverse,anti-terminator,2440295,2440342,ECK125144342
539,ECK125144342,ECK120003773,Transcriptional,reverse,anti-anti-terminator,2440325,2440397,ECK125144342
540,ECK125144346,ECK120003788,Transcriptional,reverse,terminator,2460595,2460633,ECK125144346
541,ECK125144346,ECK120003788,Transcriptional,reverse,anti-terminator,2460624,2460665,ECK125144346
542,ECK125144346,ECK120003788,Transcriptional,reverse,anti-anti-terminator,2460654,2460695,ECK125144346
543,ECK125144350,ECK120003793,Translational,forward,terminator,2466500,2466544,ECK125144350
544,ECK125144352,ECK120003810,Translational,reverse,terminator,2490192,2490224,ECK125144352
545,ECK125144354,ECK120003811,Translational,reverse,terminator,2491980,2491996,ECK125144354
546,ECK125144356,ECK120003815,Translational,reverse,terminator,2495292,2495314,ECK125144356
547,ECK125144358,ECK120003817,Translational,reverse,terminator,2498310,2498341,ECK125144358
548,ECK125144360,ECK120003825,Transcriptional,reverse,terminator,2508417,2508447,ECK125144360
549,ECK125144360,ECK120003825,Transcriptional,reverse,anti-terminator,2508463,2508483,ECK125144360
550,ECK125144363,ECK120003827,Translational,forward,terminator,2510954,2510988,ECK125144363
551,ECK125144365,ECK120003828,Translational,reverse,terminator,2512708,2512753,ECK125144365
552,ECK125144367,ECK120000400,Translational,reverse,terminator,2520690,2520717,ECK125144367
553,ECK125144369,ECK120002428,Translational,reverse,terminator,2524010,2524027,ECK125144369
554,ECK125144371,ECK120000527,Transcriptional,reverse,terminator,2530193,2530215,ECK125144371
555,ECK125144371,ECK120000527,Transcriptional,reverse,anti-terminator,2530206,2530285,ECK125144371
556,ECK125144371,ECK120000527,Transcriptional,reverse,anti-anti-terminator,2530248,2530303,ECK125144371
557,ECK125144375,ECK120000188,Transcriptional,reverse,terminator,2539662,2539695,ECK125144375
558,ECK125144375,ECK120000188,Transcriptional,reverse,anti-terminator,2539682,2539726,ECK125144375
559,ECK125144378,ECK120003846,Transcriptional,forward,terminator,2558605,2558629,ECK125144378
560,ECK125144378,ECK120003846,Transcriptional,forward,anti-terminator,2558589,2558609,ECK125144378
561,ECK125144381,ECK120003852,Transcriptional,forward,terminator,2563385,2563426,ECK125144381
562,ECK125144381,ECK120003852,Transcriptional,forward,anti-terminator,2563328,2563396,ECK125144381
563,ECK125144381,ECK120003852,Transcriptional,forward,anti-anti-terminator,2563295,2563347,ECK125144381
564,ECK125144385,ECK120003867,Transcriptional,reverse,terminator,2578406,2578439,ECK125144385
565,ECK125144385,ECK120003867,Transcriptional,reverse,anti-terminator,2578428,2578468,ECK125144385
566,ECK125144385,ECK120003867,Transcriptional,reverse,anti-anti-terminator,2578444,2578501,ECK125144385
567,ECK125144389,ECK120003868,Translational,reverse,terminator,2582784,2582821,ECK125144389
568,ECK125144391,ECK120002271,Translational,reverse,terminator,2583482,2583525,ECK125144391
569,ECK125144393,ECK120002270,Transcriptional,reverse,terminator,2585657,2585699,ECK125144393
570,ECK125144393,ECK120002270,Transcriptional,reverse,anti-terminator,2585683,2585702,ECK125144393
571,ECK125144396,ECK120000782,Transcriptional,reverse,terminator,2597796,2597824,ECK125144396
572,ECK125144396,ECK120000782,Transcriptional,reverse,anti-terminator,2597815,2597854,ECK125144396
573,ECK125144396,ECK120000782,Transcriptional,reverse,anti-anti-terminator,2597841,2597872,ECK125144396
574,ECK125144400,ECK120001466,Transcriptional,forward,terminator,2622890,2622915,ECK125144400
575,ECK125144400,ECK120001466,Transcriptional,forward,anti-terminator,2622851,2622898,ECK125144400
576,ECK125144400,ECK120001466,Transcriptional,forward,anti-anti-terminator,2622816,2622862,ECK125144400
577,ECK125144404,ECK120000414,Translational,reverse,terminator,2634072,2634108,ECK125144404
578,ECK125144406,ECK120002263,Translational,reverse,terminator,2644291,2644324,ECK125144406
579,ECK125144408,ECK120002033,Transcriptional,reverse,terminator,2659513,2659549,ECK125144408
580,ECK125144408,ECK120002033,Transcriptional,reverse,anti-terminator,2659533,2659582,ECK125144408
581,ECK125144408,ECK120002033,Transcriptional,reverse,anti-anti-terminator,2659561,2659605,ECK125144408
582,ECK125144412,ECK120000972,Transcriptional,forward,terminator,2663211,2663248,ECK125144412
583,ECK125144412,ECK120000972,Transcriptional,forward,anti-terminator,2663179,2663219,ECK125144412
584,ECK125144412,ECK120000972,Transcriptional,forward,anti-anti-terminator,2663141,2663167,ECK125144412
585,ECK125144416,ECK120003902,Translational,reverse,terminator,2667852,2667866,ECK125144416
586,ECK125144418,ECK120003912,Transcriptional,reverse,terminator,2679478,2679517,ECK125144418
587,ECK125144418,ECK120003912,Transcriptional,reverse,anti-terminator,2679503,2679536,ECK125144418
588,ECK125144418,ECK120003912,Transcriptional,reverse,anti-anti-terminator,2679519,2679575,ECK125144418
589,ECK125144422,ECK120000522,Transcriptional,reverse,terminator,2707306,2707329,ECK125144422
590,ECK125144422,ECK120000522,Transcriptional,reverse,anti-terminator,2707325,2707368,ECK125144422
591,ECK125144425,ECK120001827,Translational,reverse,terminator,2710011,2710034,ECK125144425
592,ECK125144427,ECK120001720,Translational,reverse,terminator,2718535,2718573,ECK125144427
593,ECK125144429,ECK120001245,Transcriptional,forward,terminator,2737519,2737545,ECK125144429
594,ECK125144431,ECK120000699,Transcriptional,forward,terminator,2737693,2737724,ECK125144431
595,ECK125144431,ECK120000699,Transcriptional,forward,anti-terminator,2737648,2737703,ECK125144431
596,ECK125144431,ECK120000699,Transcriptional,forward,anti-anti-terminator,2737620,2737670,ECK125144431
597,ECK125144435,ECK120000906,Transcriptional,reverse,terminator,2746202,2746242,ECK125144435
