,SITE_ID,SITE_POSLEFT,SITE_POSRIGHT,CONFORMATION_ID
590,ECK120012700,4382408,4382423,ECK125269251
591,ECK120012702,2241742,2241763,ECK125269234
592,ECK120012706,2241764,2241779,ECK125269344
593,ECK120012706,2241764,2241779,ECK125269306
594,ECK120012708,2241611,2241626,ECK125269344
595,ECK120012710,792112,792133,ECK125269234
596,ECK120012710,792112,792133,ECK125269234
597,ECK120012718,792028,792043,ECK125269306
598,ECK120012718,792028,792043,ECK125269306
599,ECK120012721,4058283,4058304,ECK125269234
600,ECK120012723,4058207,4058223,ECK125269235
601,ECK120012723,4058207,4058223,ECK125269235
602,ECK120012725,4056361,4056377,ECK125269235
603,ECK120012732,3561961,3561980,ECK125269309
604,ECK120012734,3561980,3561999,ECK125269309
605,ECK120012736,2352482,2352503,ECK125269234
606,ECK120012736,2352482,2352503,ECK125269234
607,ECK120012738,2352572,2352593,ECK125269234
608,ECK120012738,2352572,2352593,ECK125269234
609,ECK120012740,2352614,2352633,ECK125269309
610,ECK120012740,2352614,2352633,ECK125269309
611,ECK120012743,2352574,2352593,ECK125269309
612,ECK120012743,2352574,2352593,ECK125269309
613,ECK120012746,2352555,2352574,ECK125269309
614,ECK120012746,2352555,2352574,ECK125269309
615,ECK120012749,2352523,2352542,ECK125269309
616,ECK120012749,2352523,2352542,ECK125269309
617,ECK120012754,3853076,3853097,ECK125269234
618,ECK120012756,4133760,4133776,ECK125269276
619,ECK120012760,728904,728921,ECK125269457
620,ECK120012764,365922,365942,ECK125269365
621,ECK120012766,366415,366435,ECK125269365
622,ECK120012768,366323,366343,ECK125269365
623,ECK120012772,4257068,4257087,ECK125269247
624,ECK120012774,4257089,4257108,ECK125269247
625,ECK120012776,4246530,4246551,ECK125269234
626,ECK120012776,4246530,4246551,ECK125269234
627,ECK120012779,4246593,4246614,ECK125269234
628,ECK120012779,4246593,4246614,ECK125269234
629,ECK120012782,4246501,4246510,ECK125269290
630,ECK120012782,4246501,4246510,ECK125269290
631,ECK120012785,4246691,4246700,ECK125269290
632,ECK120012785,4246691,4246700,ECK125269290
633,ECK120012788,3552566,3552576,ECK125269290
634,ECK120012790,3552543,3552553,ECK125269290
635,ECK120012792,4214229,4214244,ECK125269279
636,ECK120012794,4214245,4214260,ECK125269279
637,ECK120012796,4132530,4132545,ECK125269279
638,ECK120012798,4132542,4132557,ECK125269279
639,ECK120012800,4132558,4132573,ECK125269279
640,ECK120012805,4223719,4223733,ECK125269266
641,ECK120012808,1279759,1279772,ECK125269260
642,ECK120012810,1279676,1279688,ECK125269246
643,ECK120012812,1279604,1279619,ECK125269251
644,ECK120012814,1277730,1277745,ECK125269251
645,ECK120012816,1277826,1277841,ECK125269251
646,ECK120012818,1277884,1277897,ECK125269260
647,ECK120012820,3493939,3493952,ECK125269260
648,ECK120012824,2344592,2344606,ECK125269242
649,ECK120012826,2344703,2344711,ECK125269355
650,ECK120012828,2344714,2344722,ECK125269355
651,ECK120012830,1020220,1020241,ECK125269234
652,ECK120012832,2312909,2312928,ECK125269275
653,ECK120012832,2312909,2312928,ECK125269275
654,ECK120012834,2312888,2312907,ECK125269275
655,ECK120012834,2312888,2312907,ECK125269275
656,ECK120012836,2312868,2312887,ECK125269275
657,ECK120012836,2312868,2312887,ECK125269275
658,ECK120012838,987262,987274,ECK125269246
659,ECK120012840,987194,987206,ECK125269246
660,ECK120012842,987148,987160,ECK125269246
661,ECK120012844,987173,987192,ECK125269275
662,ECK120012850,401667,401685,ECK125269258
663,ECK120012852,417061,417079,ECK125269258
664,ECK120012852,417061,417079,ECK125269258
665,ECK120012857,1191787,1191802,ECK125269262
666,ECK120012859,2597772,2597787,ECK125269262
667,ECK120012861,4207640,4207655,ECK125269262
668,ECK120012863,2695620,2695635,ECK125269262
669,ECK120012865,2621118,2621134,ECK125269262
670,ECK120012867,1737784,1737799,ECK125269262
671,ECK120012869,1737872,1737887,ECK125269262
672,ECK120012871,1122659,1122674,ECK125269262
673,ECK120012873,1004666,1004681,ECK125269262
674,ECK120012875,2823829,2823848,ECK125269247
675,ECK120012882,3600887,3600908,ECK125269234
676,ECK120012884,4100742,4100756,ECK125269269
677,ECK120012886,4100708,4100726,ECK125269238
678,ECK120012888,4100714,4100732,ECK125269238
679,ECK120012890,1020939,1020958,ECK125269247
680,ECK120012892,1323111,1323128,ECK125269424
681,ECK120012894,4632695,4632712,ECK125269424
682,ECK120012896,1386632,1386649,ECK125269398
683,ECK120012898,4273955,4273974,ECK125269247
684,ECK120012898,4273955,4273974,ECK125269247
685,ECK120012901,813432,813451,ECK125269247
686,ECK120012903,3997907,3997926,ECK125269247
687,ECK120012905,2310474,2310498,ECK125269335
688,ECK120012907,638869,638885,ECK125269276
689,ECK120012907,638869,638885,ECK125269276
690,ECK120012909,3100832,3100853,ECK125269234
691,ECK120012911,3100786,3100799,ECK125269260
692,ECK120012913,2982265,2982281,ECK125269282
693,ECK120012915,2982244,2982260,ECK125269282
694,ECK120012917,2982292,2982313,ECK125269234
695,ECK120012921,2891998,2892039,ECK125269327
696,ECK120012923,2532277,2532318,ECK125269327
697,ECK120012925,4030997,4031013,ECK125269286
698,ECK120012927,2461180,2461196,ECK125269286
699,ECK120012929,2461205,2461221,ECK125269286
700,ECK120012931,85341,85355,ECK125269256
701,ECK120012931,85341,85355,ECK125269256
702,ECK120012933,85372,85386,ECK125269256
703,ECK120012933,85372,85386,ECK125269256
704,ECK120012935,85453,85467,ECK125269256
705,ECK120012935,85453,85467,ECK125269256
706,ECK120012937,85488,85502,ECK125269256
707,ECK120012937,85488,85502,ECK125269256
708,ECK120012939,85517,85531,ECK125269256
709,ECK120012939,85517,85531,ECK125269256
710,ECK120012941,85537,85551,ECK125269256
711,ECK120012941,85537,85551,ECK125269256
712,ECK120012943,553172,553187,ECK125269262
713,ECK120012945,3600890,3600898,ECK125269355
714,ECK120012947,3792636,3792650,ECK125269256
715,ECK120012949,3888341,3888362,ECK125269234
716,ECK120012951,260261,260281,ECK125269258
717,ECK120012953,260237,260255,ECK125269258
718,ECK120012955,260181,260199,ECK125269258
719,ECK120012957,4267092,4267109,ECK125269281
720,ECK120012959,4267115,4267132,ECK125269281
721,ECK120012961,1989595,1989612,ECK125269281
722,ECK120012963,1989572,1989589,ECK125269432
723,ECK120012963,1989572,1989589,ECK125269398
724,ECK120012967,3957843,3957860,ECK125269455
725,ECK120012967,3957843,3957860,ECK125269437
726,ECK120012973,3552943,3552964,ECK125269234
727,ECK120012975,1016528,1016544,ECK125269286
728,ECK120012977,3305928,3305945,ECK125269281
729,ECK120012979,3305871,3305888,ECK125269424
730,ECK120012982,4414182,4414206,ECK125269335
731,ECK120012990,1986300,1986316,ECK125269282
732,ECK120012992,412585,412601,ECK125269282
733,ECK120012994,451846,451860,ECK125269269
734,ECK120012996,754924,754938,ECK125269269
735,ECK120013003,754807,754821,ECK125269269
736,ECK120013005,1195016,1195031,ECK125269269
737,ECK120013007,3384280,3384294,ECK125269269
738,ECK120013019,329381,329400,ECK125269341
739,ECK120013019,329381,329400,ECK125269341
740,ECK120013023,4436662,4436683,ECK125269234
741,ECK120013025,710783,710804,ECK125269234
742,ECK120013025,710783,710804,ECK125269234
743,ECK120013030,3267126,3267147,ECK125269234
744,ECK120013033,754864,754886,ECK125269234
745,ECK120013033,754864,754886,ECK125269234
746,ECK120013036,2240597,2240618,ECK125269234
747,ECK120013038,1986270,1986291,ECK125269234
748,ECK120013041,2934068,2934089,ECK125269234
749,ECK120013043,412609,412630,ECK125269234
750,ECK120013045,3105598,3105619,ECK125269234
751,ECK120013047,3847291,3847312,ECK125269234
752,ECK120013051,4016339,4016360,ECK125269234
753,ECK120013055,1978456,1978477,ECK125269234
754,ECK120013057,3737228,3737250,ECK125269234
755,ECK120013059,3756585,3756606,ECK125269234
756,ECK120013068,358738,358746,ECK125269386
757,ECK120013068,358738,358746,ECK125269320
758,ECK120013073,2543601,2543642,ECK125269327
759,ECK120013075,2876432,2876473,ECK125269327
760,ECK120013078,4016321,4016340,ECK125269255
761,ECK120013095,4299530,4299543,ECK125269257
762,ECK120013097,2850553,2850566,ECK125269257
763,ECK120013099,2849869,2849882,ECK125269257
764,ECK120013101,3756557,3756571,ECK125269242
765,ECK120013104,1547323,1547336,ECK125269260
766,ECK120013106,1165935,1165948,ECK125269260
767,ECK120013108,4347456,4347469,ECK125269260
768,ECK120013116,4215227,4215244,ECK125269240
769,ECK120013121,624719,624737,ECK125269238
770,ECK120013124,4518287,4518305,ECK125269238
771,ECK120013127,1311026,1311044,ECK125269238
772,ECK120013134,3051023,3051037,ECK125269357
773,ECK120013134,3051023,3051037,ECK125269357
774,ECK120013136,3050809,3050823,ECK125269357
775,ECK120013139,848161,848177,ECK125269235
776,ECK120013147,1292991,1293005,ECK125269263
777,ECK120013149,1795662,1795674,ECK125269246
778,ECK120013151,963741,963753,ECK125269246
779,ECK120013153,4100685,4100697,ECK125269246
780,ECK120013155,849042,849054,ECK125269246
781,ECK120013157,29240,29252,ECK125269246
782,ECK120013157,29240,29252,ECK125269246
783,ECK120013159,848193,848205,ECK125269246
784,ECK120013161,3267190,3267202,ECK125269246
785,ECK120013168,932369,932383,ECK125269256
786,ECK120013170,3354256,3354270,ECK125269256
787,ECK120013172,3599883,3599894,ECK125269241
788,ECK120013179,3737428,3737437,ECK125269290
789,ECK120013181,1936420,1936439,ECK125269273
790,ECK120013181,1936420,1936439,ECK125269239
791,ECK120013183,4114548,4114567,ECK125269273
792,ECK120013185,1686746,1686765,ECK125269273
793,ECK120013189,4100709,4100728,ECK125269273
794,ECK120013189,4100709,4100728,ECK125269239
795,ECK120013189,4100709,4100728,ECK125269270
796,ECK120013194,4341836,4341853,ECK125269303
797,ECK120013194,4341836,4341853,ECK125269303
798,ECK120013197,2685710,2685724,ECK125269266
799,ECK120013197,2685710,2685724,ECK125269346
800,ECK120013206,1901925,1901947,ECK125269289
801,ECK120013209,1547240,1547255,ECK125269251
802,ECK120013217,848986,849002,ECK125269276
803,ECK120013220,3911591,3911609,ECK125269258
804,ECK120013225,2634124,2634139,ECK125269262
805,ECK120013227,2685626,2685641,ECK125269262
806,ECK120013232,2137681,2137695,ECK125269359
807,ECK120013235,4100599,4100615,ECK125269370
808,ECK120013244,4277440,4277457,ECK125269381
809,ECK120013244,4277440,4277457,ECK125269381
810,ECK120013247,2250759,2250778,ECK125269270
811,ECK120013249,4100705,4100724,ECK125269270
812,ECK120013251,1686681,1686700,ECK125269270
813,ECK120013253,4114546,4114565,ECK125269270
814,ECK120013257,3267263,3267277,ECK125269364
815,ECK120013261,3267282,3267293,ECK125269407
816,ECK120013263,3847230,3847249,ECK125269449
817,ECK120013266,2850493,2850505,ECK125269246
818,ECK120013266,2850493,2850505,ECK125269246
819,ECK120013269,4354856,4354870,ECK125269256
820,ECK120013273,1299260,1299274,ECK125269256
821,ECK120013277,3792647,3792661,ECK125269256
822,ECK120013279,4097504,4097520,ECK125269370
823,ECK120013285,4097537,4097553,ECK125269370
824,ECK120013287,4097554,4097575,ECK125269234
825,ECK120013290,4058188,4058204,ECK125269235
826,ECK120013290,4058188,4058204,ECK125269235
827,ECK120013292,1934576,1934595,ECK125269379
828,ECK120013294,1934797,1934816,ECK125269379
829,ECK120013297,3577703,3577724,ECK125269234
830,ECK120013299,1298370,1298386,ECK125269240
831,ECK120013301,954600,954614,ECK125269269
832,ECK120013303,954737,954751,ECK125269269
833,ECK120013305,954492,954506,ECK125269269
834,ECK120013305,954492,954506,ECK125269269
835,ECK120013308,954527,954540,ECK125269260
836,ECK120013310,954866,954879,ECK125269260
837,ECK120013312,954599,954611,ECK125269246
838,ECK120013314,954586,954601,ECK125269251
839,ECK120013314,954586,954601,ECK125269251
840,ECK120013316,954522,954537,ECK125269251
841,ECK120013316,954522,954537,ECK125269251
842,ECK120013318,954738,954753,ECK125269251
843,ECK120013318,954738,954753,ECK125269251
844,ECK120013323,2461046,2461065,ECK125269275
845,ECK120013325,2461135,2461154,ECK125269275
846,ECK120013327,2461264,2461283,ECK125269275
847,ECK120013329,2461314,2461333,ECK125269275
848,ECK120013331,2461037,2461059,ECK125269234
849,ECK120013333,42068,42090,ECK125269234
850,ECK120013336,4611142,4611154,ECK125269246
851,ECK120013340,4611143,4611164,ECK125269234
852,ECK120013346,1103384,1103403,ECK125269275
853,ECK120013349,2799068,2799083,ECK125269256
854,ECK120013349,2799068,2799083,ECK125269241
855,ECK120013351,2799019,2799034,ECK125269256
856,ECK120013351,2799019,2799034,ECK125269241
857,ECK120013353,2798636,2798650,ECK125269256
858,ECK120013355,4347399,4347412,ECK125269260
859,ECK120013357,4347403,4347416,ECK125269260
860,ECK120013359,1822273,1822285,ECK125269246
861,ECK120013361,3706017,3706029,ECK125269246
862,ECK120013365,2477723,2477744,ECK125269234
863,ECK120013367,2477693,2477714,ECK125269234
864,ECK120013373,765934,765955,ECK125269461
865,ECK120013373,765934,765955,ECK125269461
866,ECK120013375,765890,765911,ECK125269461
867,ECK120013375,765890,765911,ECK125269461
868,ECK120013379,3192042,3192063,ECK125269234
869,ECK120013381,3600914,3600922,ECK125269355
870,ECK120013381,3600914,3600922,ECK125269355
871,ECK120013384,1194876,1194893,ECK125269240
872,ECK120013388,3600880,3600901,ECK125269234
873,ECK120013388,3600880,3600901,ECK125269234
874,ECK120013388,3600880,3600901,ECK125269234
875,ECK120013392,3600933,3600954,ECK125269234
876,ECK120013392,3600933,3600954,ECK125269234
877,ECK120013392,3600933,3600954,ECK125269234
878,ECK120013396,3600896,3600912,ECK125269255
879,ECK120013396,3600896,3600912,ECK125269255
880,ECK120013396,3600896,3600912,ECK125269255
881,ECK120013400,932265,932279,ECK125269256
882,ECK120013402,4163335,4163349,ECK125269242
883,ECK120013404,3640071,3640087,ECK125269286
884,ECK120013408,1699288,1699305,ECK125269451
885,ECK120013411,3639979,3639995,ECK125269286
886,ECK120013413,1901882,1901903,ECK125269234
887,ECK120013416,1901843,1901865,ECK125269264
888,ECK120013419,3210729,3210748,ECK125269247
889,ECK120013423,3073883,3073904,ECK125269234
890,ECK120013425,2430821,2430836,ECK125269262
891,ECK120013427,2405263,2405277,ECK125269269
892,ECK120013429,2405276,2405291,ECK125269251
893,ECK120013431,2405196,2405209,ECK125269260
894,ECK120013433,2405239,2405251,ECK125269246
895,ECK120013435,432245,432260,ECK125269252
896,ECK120013437,432154,432176,ECK125269234
897,ECK120013439,3105548,3105569,ECK125269234
898,ECK120013442,3105600,3105621,ECK125269234
899,ECK120013444,3105568,3105582,ECK125269255
900,ECK120013446,432121,432142,ECK125269234
901,ECK120013448,432140,432158,ECK125269255
902,ECK120013452,1031910,1031924,ECK125269269
903,ECK120013454,4118169,4118188,ECK125269309
904,ECK120013456,4118189,4118208,ECK125269309
905,ECK120013458,4118210,4118229,ECK125269309
906,ECK120013460,4118231,4118250,ECK125269309
907,ECK120013462,4117151,4117170,ECK125269309
908,ECK120013464,4117109,4117128,ECK125269309
909,ECK120013466,4118211,4118232,ECK125269234
910,ECK120013468,4118188,4118209,ECK125269234
911,ECK120013470,4330275,4330296,ECK125269234
912,ECK120013472,1978531,1978550,ECK125269275
913,ECK120013474,1978368,1978387,ECK125269275
914,ECK120013476,1978481,1978493,ECK125269246
915,ECK120013478,3911613,3911631,ECK125269258
916,ECK120013480,329416,329430,ECK125269269
917,ECK120013483,4466188,4466209,ECK125269234
918,ECK120013485,3492452,3492468,ECK125269255
919,ECK120013485,3492452,3492468,ECK125269255
920,ECK120013485,3492452,3492468,ECK125269255
921,ECK120013489,3492480,3492501,ECK125269234
922,ECK120013489,3492480,3492501,ECK125269234
923,ECK120013493,412475,412497,ECK125269234
924,ECK120013496,710714,710732,ECK125269238
925,ECK120013496,710714,710732,ECK125269238
926,ECK120013499,3050991,3051005,ECK125269357
927,ECK120013499,3050991,3051005,ECK125269357
928,ECK120013501,3050926,3050940,ECK125269256
929,ECK120013503,3050758,3050773,ECK125269262
930,ECK120013505,848088,848100,ECK125269246
931,ECK120013507,848148,848164,ECK125269235
932,ECK120013509,848118,848134,ECK125269235
933,ECK120013511,848174,848190,ECK125269235
934,ECK120013513,2685688,2685702,ECK125269346
935,ECK120013517,1699210,1699227,ECK125269451
936,ECK120013520,1699261,1699282,ECK125269234
937,ECK120013520,1699261,1699282,ECK125269234
938,ECK120013523,1901830,1901851,ECK125269234
939,ECK120013527,1165891,1165904,ECK125269260
940,ECK120013531,4100705,4100717,ECK125269246
941,ECK120013533,4100729,4100741,ECK125269246
942,ECK120013535,4100752,4100764,ECK125269246
943,ECK120013535,4100752,4100764,ECK125269381
944,ECK120013535,4100752,4100764,ECK125269381
945,ECK120013537,1311070,1311088,ECK125269238
946,ECK120013539,1058002,1058011,ECK125269284
947,ECK120013541,1058026,1058035,ECK125269284
948,ECK120013543,432110,432136,ECK125269255
949,ECK120013545,4016287,4016308,ECK125269234
950,ECK120013551,1936418,1936437,ECK125269270
951,ECK120013555,1986375,1986391,ECK125269282
952,ECK120013557,4617200,4617216,ECK125269255
953,ECK120013559,2687476,2687491,ECK125269262
954,ECK120013559,2687476,2687491,ECK125269262
955,ECK120013562,3485983,3486004,ECK125269234
956,ECK120013562,3485983,3486004,ECK125269234
957,ECK120013565,3485883,3485904,ECK125269234
958,ECK120013565,3485883,3485904,ECK125269234
959,ECK120013568,2533544,2533561,ECK125269240
960,ECK120013568,2533544,2533561,ECK125269240
961,ECK120013571,2533555,2533576,ECK125269234
962,ECK120013571,2533555,2533576,ECK125269234
963,ECK120013574,2533427,2533448,ECK125269234
964,ECK120013574,2533427,2533448,ECK125269234
965,ECK120013577,2023704,2023718,ECK125269359
966,ECK120013580,4100649,4100671,ECK125269234
967,ECK120013580,4100649,4100671,ECK125269234
968,ECK120013582,3756576,3756590,ECK125269242
969,ECK120013584,3756641,3756655,ECK125269242
970,ECK120013586,3756663,3756677,ECK125269242
971,ECK120013588,3756686,3756700,ECK125269242
972,ECK120013590,3915258,3915280,ECK125269289
973,ECK120013590,3915258,3915280,ECK125269289
974,ECK120013593,3915411,3915433,ECK125269289
975,ECK120013593,3915411,3915433,ECK125269289
976,ECK120013596,236830,236844,ECK125269242
977,ECK120013598,262768,262782,ECK125269242
978,ECK120013600,564631,564645,ECK125269242
979,ECK120013602,697223,697237,ECK125269242
980,ECK120013604,780433,780447,ECK125269242
981,ECK120013606,1031772,1031786,ECK125269242
982,ECK120013608,1097744,1097758,ECK125269242
983,ECK120013610,1287736,1287750,ECK125269242
984,ECK120013612,2286134,2286148,ECK125269242
985,ECK120013614,2466227,2466241,ECK125269242
986,ECK120013616,2518322,2518336,ECK125269242
987,ECK120013620,2999124,2999138,ECK125269242
988,ECK120013622,3110283,3110297,ECK125269242
989,ECK120013625,3708763,3708777,ECK125269242
990,ECK120013627,3982282,3982296,ECK125269242
991,ECK120013629,4175303,4175317,ECK125269242
992,ECK120013631,4362694,4362708,ECK125269242
993,ECK120013633,4496304,4496318,ECK125269242
994,ECK120013635,4606498,4606512,ECK125269242
995,ECK120013638,127692,127706,ECK125269269
996,ECK120013640,127681,127695,ECK125269242
997,ECK120013643,755380,755401,ECK125269234
998,ECK120013645,1755476,1755493,ECK125269240
999,ECK120013648,2231766,2231787,ECK125269234
1000,ECK120013651,2231716,2231737,ECK125269234
1001,ECK120013653,2231714,2231735,ECK125269234
1002,ECK120013655,2231747,2231764,ECK125269255
1003,ECK120013657,2255255,2255268,ECK125269260
1004,ECK120013659,2255164,2255175,ECK125269241
1005,ECK120013661,2255091,2255103,ECK125269246
1006,ECK120013663,2255057,2255069,ECK125269246
1007,ECK120013668,1084825,1084843,ECK125269258
1008,ECK120013670,424920,424934,ECK125269242
1009,ECK120013674,2303632,2303645,ECK125269260
1010,ECK120013676,1279698,1279713,ECK125269251
1011,ECK120013678,1279614,1279629,ECK125269251
1012,ECK120013680,1279710,1279725,ECK125269251
1013,ECK120013682,1279591,1279606,ECK125269251
1014,ECK120013684,1279742,1279757,ECK125269251
1015,ECK120013686,1279728,1279743,ECK125269251
1016,ECK120013688,1279720,1279735,ECK125269251
1017,ECK120013690,1277664,1277677,ECK125269260
1018,ECK120013692,1277877,1277890,ECK125269260
1019,ECK120013694,121977,121990,ECK125269260
1020,ECK120013694,121977,121990,ECK125269260
1021,ECK120013699,754740,754754,ECK125269269
1022,ECK120013701,754814,754828,ECK125269269
1023,ECK120013703,755207,755221,ECK125269269
1024,ECK120013705,754919,754933,ECK125269269
1025,ECK120013707,4551450,4551471,ECK125269234
1026,ECK120013707,4551450,4551471,ECK125269234
1027,ECK120013709,1079155,1079176,ECK125269234
1028,ECK120013711,1079123,1079144,ECK125269234
1029,ECK120013713,1079093,1079114,ECK125269234
1030,ECK120013715,121953,121974,ECK125269234
1031,ECK120013717,1277845,1277858,ECK125269260
1032,ECK120013719,42245,42266,ECK125269234
1033,ECK120013721,42188,42209,ECK125269234
1034,ECK120013723,34166,34187,ECK125269234
1035,ECK120013725,34156,34169,ECK125269260
1036,ECK120013728,3536749,3536770,ECK125269234
1037,ECK120013728,3536749,3536770,ECK125269234
1038,ECK120013728,3536749,3536770,ECK125269234
1039,ECK120013728,3536749,3536770,ECK125269234
1040,ECK120013733,3536803,3536815,ECK125269246
1041,ECK120013735,3536738,3536750,ECK125269246
1042,ECK120013737,3536694,3536706,ECK125269246
1043,ECK120013740,4341778,4341795,ECK125269303
1044,ECK120013740,4341778,4341795,ECK125269303
1045,ECK120013742,4341758,4341775,ECK125269303
1046,ECK120013742,4341758,4341775,ECK125269303
1047,ECK120013744,384982,385023,ECK125269327
1048,ECK120013746,385091,385132,ECK125269327
1049,ECK120013748,385146,385187,ECK125269327
1050,ECK120013754,4542636,4542648,ECK125269246
1051,ECK120013763,4542890,4542904,ECK125269256
1052,ECK120013765,4542921,4542935,ECK125269256
1053,ECK120013767,4542859,4542873,ECK125269256
1054,ECK120013770,121941,121962,ECK125269234
1055,ECK120013774,1934701,1934718,ECK125269240
1056,ECK120013776,3073812,3073829,ECK125269240
1057,ECK120013778,3772157,3772174,ECK125269240
1058,ECK120013782,2524943,2524955,ECK125269336
1059,ECK120013784,2525023,2525035,ECK125269336
1060,ECK120013789,3730840,3730857,ECK125269333
1061,ECK120013791,3730861,3730878,ECK125269333
1062,ECK120013793,3731020,3731037,ECK125269333
1063,ECK120013795,3730999,3731016,ECK125269333
1064,ECK120013797,1488120,1488141,ECK125269234
1065,ECK120013801,1488026,1488040,ECK125269269
1066,ECK120013803,1488178,1488192,ECK125269269
1067,ECK120013811,42200,42215,ECK125269400
1068,ECK120013811,42200,42215,ECK125269400
1069,ECK120013813,42257,42272,ECK125269400
1070,ECK120013813,42257,42272,ECK125269400
1071,ECK120013815,329360,329374,ECK125269269
1072,ECK120013817,329428,329442,ECK125269269
1073,ECK120013817,329428,329442,ECK125269269
1074,ECK120013820,576933,576954,ECK125269234
1075,ECK120013822,576891,576912,ECK125269234
1076,ECK120013824,577008,577020,ECK125269246
1077,ECK120013826,576906,576925,ECK125269275
1078,ECK120013832,3777307,3777329,ECK125269402
1079,ECK120013834,3742558,3742579,ECK125269234
1080,ECK120013834,3742558,3742579,ECK125269234
1081,ECK120013837,739436,739455,ECK125269247
1082,ECK120013839,2312761,2312772,ECK125269241
1083,ECK120013841,771079,771093,ECK125269269
1084,ECK120013843,2312738,2312752,ECK125269256
1085,ECK120013843,2312738,2312752,ECK125269256
1086,ECK120013843,2312738,2312752,ECK125269256
1087,ECK120013849,2312822,2312836,ECK125269256
1088,ECK120013849,2312822,2312836,ECK125269256
1089,ECK120013849,2312822,2312836,ECK125269256
1090,ECK120013853,2312853,2312867,ECK125269256
1091,ECK120013860,771199,771213,ECK125269269
1092,ECK120013862,1547287,1547302,ECK125269251
1093,ECK120013864,4640584,4640597,ECK125269260
1094,ECK120013864,4640584,4640597,ECK125269260
1095,ECK120013867,1547255,1547270,ECK125269251
1096,ECK120013867,1547255,1547270,ECK125269243
1097,ECK120013869,1547268,1547281,ECK125269260
1098,ECK120013869,1547268,1547281,ECK125269260
1099,ECK120013871,2312852,2312866,ECK125269256
1100,ECK120013871,2312852,2312866,ECK125269256
1101,ECK120013874,1399649,1399663,ECK125269246
1102,ECK120013876,754831,754843,ECK125269246
1103,ECK120013878,4215237,4215249,ECK125269246
1104,ECK120013880,4215324,4215336,ECK125269246
1105,ECK120013884,3354287,3354301,ECK125269256
1106,ECK120013886,3354350,3354364,ECK125269256
1107,ECK120013889,1237455,1237477,ECK125269234
1108,ECK120013889,1237455,1237477,ECK125269234
1109,ECK120013889,1237455,1237477,ECK125269234
1110,ECK120013893,1237520,1237541,ECK125269234
1111,ECK120013908,2850789,2850802,ECK125269260
1112,ECK120013910,1194998,1195013,ECK125269269
1113,ECK120013914,1237450,1237464,ECK125269256
1114,ECK120013914,1237450,1237464,ECK125269256
1115,ECK120013914,1237450,1237464,ECK125269256
1116,ECK120013918,1237495,1237509,ECK125269256
1117,ECK120013918,1237495,1237509,ECK125269256
1118,ECK120013918,1237495,1237509,ECK125269256
1119,ECK120013922,1237527,1237541,ECK125269256
1120,ECK120013922,1237527,1237541,ECK125269256
1121,ECK120013922,1237527,1237541,ECK125269256
1122,ECK120013926,1237574,1237588,ECK125269256
1123,ECK120013926,1237574,1237588,ECK125269256
1124,ECK120013926,1237574,1237588,ECK125269256
1125,ECK120013930,1237596,1237610,ECK125269256
1126,ECK120013930,1237596,1237610,ECK125269256
1127,ECK120013930,1237596,1237610,ECK125269256
1128,ECK120013934,1795736,1795748,ECK125269246
1129,ECK120013936,1795762,1795774,ECK125269246
1130,ECK120013942,2633856,2633864,ECK125269355
1131,ECK120013944,4200102,4200123,ECK125269234
1132,ECK120013946,4200075,4200089,ECK125269242
1133,ECK120013948,4200001,4200015,ECK125269242
1134,ECK120013950,4199949,4199963,ECK125269242
1135,ECK120013952,4199914,4199928,ECK125269242
1136,ECK120013954,461465,461479,ECK125269242
1137,ECK120013954,461465,461479,ECK125269242
1138,ECK120013957,461235,461249,ECK125269242
1139,ECK120013957,461235,461249,ECK125269242
1140,ECK120013960,461203,461217,ECK125269242
1141,ECK120013960,461203,461217,ECK125269242
1142,ECK120013963,461180,461194,ECK125269242
1143,ECK120013963,461180,461194,ECK125269242
1144,ECK120013966,461238,461259,ECK125269234
1145,ECK120013968,3562375,3562394,ECK125269309
1146,ECK120013970,3562416,3562435,ECK125269309
1147,ECK120013972,3384363,3384384,ECK125269234
1148,ECK120013974,3772075,3772096,ECK125269234
1149,ECK120013976,3950514,3950528,ECK125269256
1150,ECK120013978,3950482,3950496,ECK125269256
1151,ECK120013980,3950451,3950462,ECK125269241
1152,ECK120013982,3950421,3950433,ECK125269246
1153,ECK120013982,3950421,3950433,ECK125269246
1154,ECK120013985,3950195,3950207,ECK125269246
1155,ECK120013985,3950195,3950207,ECK125269246
1156,ECK120013988,3772002,3772023,ECK125269234
1157,ECK120013990,3771958,3771979,ECK125269234
1158,ECK120013992,1388856,1388869,ECK125269260
1159,ECK120013994,1388859,1388873,ECK125269269
1160,ECK120013996,2634214,2634235,ECK125269234
1161,ECK120013996,2634214,2634235,ECK125269234
1162,ECK120013999,1298316,1298331,ECK125269251
1163,ECK120013999,1298316,1298331,ECK125269251
1164,ECK120014001,1298345,1298358,ECK125269260
1165,ECK120014003,1298448,1298462,ECK125269242
1166,ECK120014005,1298474,1298488,ECK125269242
1167,ECK120014007,1298554,1298568,ECK125269242
1168,ECK120014009,3771916,3771937,ECK125269234
1169,ECK120014011,3772119,3772140,ECK125269234
1170,ECK120014013,3561897,3561918,ECK125269234
1171,ECK120014013,3561897,3561918,ECK125269234
1172,ECK120014016,1011616,1011635,ECK125269270
1173,ECK120014018,1165862,1165876,ECK125269242
1174,ECK120014020,1165913,1165927,ECK125269242
